country,variant,freq,year,lifeexpectancyatbirth
882,estimates,5yearly,1950,45.926
882,estimates,5yearly,1955,48.495
882,estimates,5yearly,1960,50.995
882,estimates,5yearly,1965,53.526
882,estimates,5yearly,1970,56.026
882,estimates,5yearly,1975,58.538
882,estimates,5yearly,1980,61.049
882,estimates,5yearly,1985,63.502
882,estimates,5yearly,1990,66.17
882,estimates,5yearly,1995,68.455
882,estimates,5yearly,2000,70.102
882,estimates,5yearly,2005,72.051
882,estimates,5yearly,2010,74.085
882,medium_variant,5yearly,2015,75.32
882,medium_variant,5yearly,2020,76.468
882,medium_variant,5yearly,2025,77.569
882,medium_variant,5yearly,2030,78.597
882,medium_variant,5yearly,2035,79.603
882,medium_variant,5yearly,2040,80.572
882,medium_variant,5yearly,2045,81.511
882,medium_variant,5yearly,2050,82.425
882,medium_variant,5yearly,2055,83.275
882,medium_variant,5yearly,2060,84.036
882,medium_variant,5yearly,2065,84.729
882,medium_variant,5yearly,2070,85.372
882,medium_variant,5yearly,2075,86.003
882,medium_variant,5yearly,2080,86.611
882,medium_variant,5yearly,2085,87.195
882,medium_variant,5yearly,2090,87.78
882,medium_variant,5yearly,2095,88.369
