country,variant,freq,year,lifeexpectancyatbirth
591,estimates,5yearly,1950,56.802
591,estimates,5yearly,1955,59.501
591,estimates,5yearly,1960,62.148
591,estimates,5yearly,1965,64.355
591,estimates,5yearly,1970,66.738
591,estimates,5yearly,1975,69.222
591,estimates,5yearly,1980,70.995
591,estimates,5yearly,1985,72.375
591,estimates,5yearly,1990,73.546
591,estimates,5yearly,1995,74.597
591,estimates,5yearly,2000,75.536
591,estimates,5yearly,2005,76.361
591,estimates,5yearly,2010,77.318
591,medium_variant,5yearly,2015,78.293
591,medium_variant,5yearly,2020,79.239
591,medium_variant,5yearly,2025,80.171
591,medium_variant,5yearly,2030,81.085
591,medium_variant,5yearly,2035,81.985
591,medium_variant,5yearly,2040,82.864
591,medium_variant,5yearly,2045,83.653
591,medium_variant,5yearly,2050,84.375
591,medium_variant,5yearly,2055,85.023
591,medium_variant,5yearly,2060,85.65
591,medium_variant,5yearly,2065,86.261
591,medium_variant,5yearly,2070,86.854
591,medium_variant,5yearly,2075,87.433
591,medium_variant,5yearly,2080,88.005
591,medium_variant,5yearly,2085,88.574
591,medium_variant,5yearly,2090,89.139
591,medium_variant,5yearly,2095,89.697
