country,variant,freq,year,lifeexpectancyatbirth
4,estimates,5yearly,1950,28.607
4,estimates,5yearly,1955,31.128
4,estimates,5yearly,1960,33.402
4,estimates,5yearly,1965,35.584
4,estimates,5yearly,1970,37.833
4,estimates,5yearly,1975,40.393
4,estimates,5yearly,1980,43.557
4,estimates,5yearly,1985,47.704
4,estimates,5yearly,1990,51.75
4,estimates,5yearly,1995,54.161
4,estimates,5yearly,2000,56.897
4,estimates,5yearly,2005,60.025
4,estimates,5yearly,2010,62.25
4,medium_variant,5yearly,2015,64.224
4,medium_variant,5yearly,2020,65.833
4,medium_variant,5yearly,2025,67.177
4,medium_variant,5yearly,2030,68.292
4,medium_variant,5yearly,2035,69.267
4,medium_variant,5yearly,2040,70.134
4,medium_variant,5yearly,2045,70.917
4,medium_variant,5yearly,2050,71.643
4,medium_variant,5yearly,2055,72.361
4,medium_variant,5yearly,2060,73.028
4,medium_variant,5yearly,2065,73.682
4,medium_variant,5yearly,2070,74.347
4,medium_variant,5yearly,2075,74.976
4,medium_variant,5yearly,2080,75.642
4,medium_variant,5yearly,2085,76.296
4,medium_variant,5yearly,2090,76.964
4,medium_variant,5yearly,2095,77.655
