country,variant,freq,year,lifeexpectancyatbirth
56,estimates,5yearly,1950,67.812
56,estimates,5yearly,1955,69.456
56,estimates,5yearly,1960,70.297
56,estimates,5yearly,1965,70.707
56,estimates,5yearly,1970,71.498
56,estimates,5yearly,1975,72.655
56,estimates,5yearly,1980,73.912
56,estimates,5yearly,1985,75.266
56,estimates,5yearly,1990,76.402
56,estimates,5yearly,1995,77.389
56,estimates,5yearly,2000,78.375
56,estimates,5yearly,2005,79.57
56,estimates,5yearly,2010,80.524
56,medium_variant,5yearly,2015,81.385
56,medium_variant,5yearly,2020,82.227
56,medium_variant,5yearly,2025,83.089
56,medium_variant,5yearly,2030,83.852
56,medium_variant,5yearly,2035,84.541
56,medium_variant,5yearly,2040,85.182
56,medium_variant,5yearly,2045,85.78
56,medium_variant,5yearly,2050,86.369
56,medium_variant,5yearly,2055,86.962
56,medium_variant,5yearly,2060,87.534
56,medium_variant,5yearly,2065,88.105
56,medium_variant,5yearly,2070,88.667
56,medium_variant,5yearly,2075,89.228
56,medium_variant,5yearly,2080,89.8
56,medium_variant,5yearly,2085,90.356
56,medium_variant,5yearly,2090,90.9
56,medium_variant,5yearly,2095,91.461
