country,variant,freq,year,lifeexpectancyatbirth
344,estimates,5yearly,1950,63.154
344,estimates,5yearly,1955,65.879
344,estimates,5yearly,1960,68.807
344,estimates,5yearly,1965,70.855
344,estimates,5yearly,1970,72.492
344,estimates,5yearly,1975,73.759
344,estimates,5yearly,1980,75.61
344,estimates,5yearly,1985,76.958
344,estimates,5yearly,1990,78.034
344,estimates,5yearly,1995,79.976
344,estimates,5yearly,2000,81.406
344,estimates,5yearly,2005,82.426
344,estimates,5yearly,2010,83.403
344,medium_variant,5yearly,2015,84.162
344,medium_variant,5yearly,2020,84.902
344,medium_variant,5yearly,2025,85.648
344,medium_variant,5yearly,2030,86.387
344,medium_variant,5yearly,2035,87.122
344,medium_variant,5yearly,2040,87.851
344,medium_variant,5yearly,2045,88.562
344,medium_variant,5yearly,2050,89.248
344,medium_variant,5yearly,2055,89.91
344,medium_variant,5yearly,2060,90.545
344,medium_variant,5yearly,2065,91.143
344,medium_variant,5yearly,2070,91.709
344,medium_variant,5yearly,2075,92.256
344,medium_variant,5yearly,2080,92.777
344,medium_variant,5yearly,2085,93.316
344,medium_variant,5yearly,2090,93.854
344,medium_variant,5yearly,2095,94.407
