country,variant,freq,year,lifeexpectancyatbirth
642,estimates,5yearly,1950,61.143
642,estimates,5yearly,1955,63.294
642,estimates,5yearly,1960,67.776
642,estimates,5yearly,1965,67.339
642,estimates,5yearly,1970,69.025
642,estimates,5yearly,1975,69.589
642,estimates,5yearly,1980,69.734
642,estimates,5yearly,1985,69.522
642,estimates,5yearly,1990,69.605
642,estimates,5yearly,1995,69.705
642,estimates,5yearly,2000,71.468
642,estimates,5yearly,2005,73.076
642,estimates,5yearly,2010,74.844
642,medium_variant,5yearly,2015,75.594
642,medium_variant,5yearly,2020,76.341
642,medium_variant,5yearly,2025,77.085
642,medium_variant,5yearly,2030,77.842
642,medium_variant,5yearly,2035,78.6
642,medium_variant,5yearly,2040,79.356
642,medium_variant,5yearly,2045,80.126
642,medium_variant,5yearly,2050,80.891
642,medium_variant,5yearly,2055,81.663
642,medium_variant,5yearly,2060,82.406
642,medium_variant,5yearly,2065,83.129
642,medium_variant,5yearly,2070,83.806
642,medium_variant,5yearly,2075,84.431
642,medium_variant,5yearly,2080,85.032
642,medium_variant,5yearly,2085,85.601
642,medium_variant,5yearly,2090,86.155
642,medium_variant,5yearly,2095,86.695
642,estimates,5yearly,Regi,Romania
642,medium_variant,5yearly,Regi,Romania
