country,variant,freq,year,lifeexpectancyatbirth
51,estimates,5yearly,1950,62.812
51,estimates,5yearly,1955,64.916
51,estimates,5yearly,1960,67.031
51,estimates,5yearly,1965,69.179
51,estimates,5yearly,1970,70.756
51,estimates,5yearly,1975,70.595
51,estimates,5yearly,1980,70.92
51,estimates,5yearly,1985,68.394
51,estimates,5yearly,1990,68.062
51,estimates,5yearly,1995,70.2
51,estimates,5yearly,2000,72.368
51,estimates,5yearly,2005,72.738
51,estimates,5yearly,2010,73.988
51,medium_variant,5yearly,2015,74.846
51,medium_variant,5yearly,2020,75.695
51,medium_variant,5yearly,2025,76.53
51,medium_variant,5yearly,2030,77.338
51,medium_variant,5yearly,2035,78.134
51,medium_variant,5yearly,2040,78.911
51,medium_variant,5yearly,2045,79.694
51,medium_variant,5yearly,2050,80.442
51,medium_variant,5yearly,2055,81.21
51,medium_variant,5yearly,2060,81.969
51,medium_variant,5yearly,2065,82.733
51,medium_variant,5yearly,2070,83.447
51,medium_variant,5yearly,2075,84.106
51,medium_variant,5yearly,2080,84.725
51,medium_variant,5yearly,2085,85.33
51,medium_variant,5yearly,2090,85.904
51,medium_variant,5yearly,2095,86.473
