country,variant,freq,year,lifeexpectancyatbirth
508,estimates,5yearly,1950,31.288
508,estimates,5yearly,1955,33.789
508,estimates,5yearly,1960,36.18
508,estimates,5yearly,1965,38.139
508,estimates,5yearly,1970,40.366
508,estimates,5yearly,1975,42.213
508,estimates,5yearly,1980,41.461
508,estimates,5yearly,1985,42.305
508,estimates,5yearly,1990,43.906
508,estimates,5yearly,1995,47.204
508,estimates,5yearly,2000,49.556
508,estimates,5yearly,2005,53.238
508,estimates,5yearly,2010,56.077
508,medium_variant,5yearly,2015,59.204
508,medium_variant,5yearly,2020,61.123
508,medium_variant,5yearly,2025,62.95
508,medium_variant,5yearly,2030,64.709
508,medium_variant,5yearly,2035,66.274
508,medium_variant,5yearly,2040,67.719
508,medium_variant,5yearly,2045,69.125
508,medium_variant,5yearly,2050,70.625
508,medium_variant,5yearly,2055,71.92
508,medium_variant,5yearly,2060,73.054
508,medium_variant,5yearly,2065,74.107
508,medium_variant,5yearly,2070,75.101
508,medium_variant,5yearly,2075,76.041
508,medium_variant,5yearly,2080,76.888
508,medium_variant,5yearly,2085,77.593
508,medium_variant,5yearly,2090,78.265
508,medium_variant,5yearly,2095,78.913
