country,variant,freq,year,lifeexpectancyatbirth
768,estimates,5yearly,1950,35.301
768,estimates,5yearly,1955,38.661
768,estimates,5yearly,1960,41.895
768,estimates,5yearly,1965,45.021
768,estimates,5yearly,1970,48.072
768,estimates,5yearly,1975,50.934
768,estimates,5yearly,1980,53.575
768,estimates,5yearly,1985,55.406
768,estimates,5yearly,1990,55.779
768,estimates,5yearly,1995,53.705
768,estimates,5yearly,2000,53.878
768,estimates,5yearly,2005,55.797
768,estimates,5yearly,2010,59.071
768,medium_variant,5yearly,2015,60.52
768,medium_variant,5yearly,2020,61.745
768,medium_variant,5yearly,2025,62.79
768,medium_variant,5yearly,2030,63.712
768,medium_variant,5yearly,2035,64.531
768,medium_variant,5yearly,2040,65.281
768,medium_variant,5yearly,2045,65.947
768,medium_variant,5yearly,2050,66.609
768,medium_variant,5yearly,2055,67.224
768,medium_variant,5yearly,2060,67.804
768,medium_variant,5yearly,2065,68.371
768,medium_variant,5yearly,2070,68.941
768,medium_variant,5yearly,2075,69.479
768,medium_variant,5yearly,2080,69.989
768,medium_variant,5yearly,2085,70.505
768,medium_variant,5yearly,2090,71.005
768,medium_variant,5yearly,2095,71.501
768,estimates,5yearly,Regi,Togo
768,medium_variant,5yearly,Regi,Togo
