country,variant,freq,year,lifeexpectancyatbirth
686,estimates,5yearly,1950,35.472
686,estimates,5yearly,1955,37.49
686,estimates,5yearly,1960,38.621
686,estimates,5yearly,1965,38.416
686,estimates,5yearly,1970,40.913
686,estimates,5yearly,1975,46.495
686,estimates,5yearly,1980,51.268
686,estimates,5yearly,1985,56.046
686,estimates,5yearly,1990,57.585
686,estimates,5yearly,1995,57.238
686,estimates,5yearly,2000,58.928
686,estimates,5yearly,2005,62.406
686,estimates,5yearly,2010,65.711
686,medium_variant,5yearly,2015,67.581
686,medium_variant,5yearly,2020,69.108
686,medium_variant,5yearly,2025,70.374
686,medium_variant,5yearly,2030,71.483
686,medium_variant,5yearly,2035,72.435
686,medium_variant,5yearly,2040,73.348
686,medium_variant,5yearly,2045,74.16
686,medium_variant,5yearly,2050,74.947
686,medium_variant,5yearly,2055,75.742
686,medium_variant,5yearly,2060,76.512
686,medium_variant,5yearly,2065,77.276
686,medium_variant,5yearly,2070,78.034
686,medium_variant,5yearly,2075,78.791
686,medium_variant,5yearly,2080,79.544
686,medium_variant,5yearly,2085,80.313
686,medium_variant,5yearly,2090,81.061
686,medium_variant,5yearly,2095,81.815
686,estimates,5yearly,Regi,Senegal
686,medium_variant,5yearly,Regi,Senegal
