country,variant,freq,year,lifeexpectancyatbirth
40,estimates,5yearly,1950,66.539
40,estimates,5yearly,1955,68.022
40,estimates,5yearly,1960,69.662
40,estimates,5yearly,1965,70.139
40,estimates,5yearly,1970,70.804
40,estimates,5yearly,1975,72.135
40,estimates,5yearly,1980,73.282
40,estimates,5yearly,1985,74.997
40,estimates,5yearly,1990,76.147
40,estimates,5yearly,1995,77.531
40,estimates,5yearly,2000,78.92
40,estimates,5yearly,2005,80.13
40,estimates,5yearly,2010,80.985
40,medium_variant,5yearly,2015,81.857
40,medium_variant,5yearly,2020,82.744
40,medium_variant,5yearly,2025,83.602
40,medium_variant,5yearly,2030,84.315
40,medium_variant,5yearly,2035,84.979
40,medium_variant,5yearly,2040,85.615
40,medium_variant,5yearly,2045,86.239
40,medium_variant,5yearly,2050,86.846
40,medium_variant,5yearly,2055,87.44
40,medium_variant,5yearly,2060,88.042
40,medium_variant,5yearly,2065,88.633
40,medium_variant,5yearly,2070,89.206
40,medium_variant,5yearly,2075,89.798
40,medium_variant,5yearly,2080,90.375
40,medium_variant,5yearly,2085,90.96
40,medium_variant,5yearly,2090,91.546
40,medium_variant,5yearly,2095,92.117
