country,variant,freq,year,lifeexpectancyatbirth
548,estimates,5yearly,1950,41.942
548,estimates,5yearly,1955,44.937
548,estimates,5yearly,1960,47.945
548,estimates,5yearly,1965,50.938
548,estimates,5yearly,1970,53.799
548,estimates,5yearly,1975,56.783
548,estimates,5yearly,1980,59.787
548,estimates,5yearly,1985,61.934
548,estimates,5yearly,1990,64.213
548,estimates,5yearly,1995,66.423
548,estimates,5yearly,2000,68.362
548,estimates,5yearly,2005,69.989
548,estimates,5yearly,2010,71.364
548,medium_variant,5yearly,2015,72.422
548,medium_variant,5yearly,2020,73.387
548,medium_variant,5yearly,2025,74.307
548,medium_variant,5yearly,2030,75.189
548,medium_variant,5yearly,2035,76.033
548,medium_variant,5yearly,2040,76.852
548,medium_variant,5yearly,2045,77.671
548,medium_variant,5yearly,2050,78.474
548,medium_variant,5yearly,2055,79.279
548,medium_variant,5yearly,2060,80.059
548,medium_variant,5yearly,2065,80.85
548,medium_variant,5yearly,2070,81.626
548,medium_variant,5yearly,2075,82.403
548,medium_variant,5yearly,2080,83.159
548,medium_variant,5yearly,2085,83.88
548,medium_variant,5yearly,2090,84.56
548,medium_variant,5yearly,2095,85.193
548,estimates,5yearly,Regi,Vanuatu
548,medium_variant,5yearly,Regi,Vanuatu
