country,variant,freq,year,lifeexpectancyatbirth
834,estimates,5yearly,1950,41.249
834,estimates,5yearly,1955,43.026
834,estimates,5yearly,1960,44.306
834,estimates,5yearly,1965,45.828
834,estimates,5yearly,1970,47.704
834,estimates,5yearly,1975,49.903
834,estimates,5yearly,1980,50.644
834,estimates,5yearly,1985,50.859
834,estimates,5yearly,1990,49.607
834,estimates,5yearly,1995,50.058
834,estimates,5yearly,2000,53.654
834,estimates,5yearly,2005,58.815
834,estimates,5yearly,2010,62.777
834,medium_variant,5yearly,2015,66.713
834,medium_variant,5yearly,2020,68.054
834,medium_variant,5yearly,2025,69.273
834,medium_variant,5yearly,2030,70.479
834,medium_variant,5yearly,2035,71.579
834,medium_variant,5yearly,2040,72.565
834,medium_variant,5yearly,2045,73.538
834,medium_variant,5yearly,2050,74.55
834,medium_variant,5yearly,2055,75.5
834,medium_variant,5yearly,2060,76.397
834,medium_variant,5yearly,2065,77.195
834,medium_variant,5yearly,2070,77.89
834,medium_variant,5yearly,2075,78.516
834,medium_variant,5yearly,2080,79.124
834,medium_variant,5yearly,2085,79.717
834,medium_variant,5yearly,2090,80.301
834,medium_variant,5yearly,2095,80.875
834,estimates,5yearly,Regi,United Republic of Tanzania
834,medium_variant,5yearly,Regi,United Republic of Tanzania
