country,variant,freq,year,lifeexpectancyatbirth
470,estimates,5yearly,1950,66.132
470,estimates,5yearly,1955,67.821
470,estimates,5yearly,1960,69.341
470,estimates,5yearly,1965,70.735
470,estimates,5yearly,1970,72.026
470,estimates,5yearly,1975,73.22
470,estimates,5yearly,1980,74.359
470,estimates,5yearly,1985,75.489
470,estimates,5yearly,1990,76.534
470,estimates,5yearly,1995,77.53
470,estimates,5yearly,2000,78.483
470,estimates,5yearly,2005,79.401
470,estimates,5yearly,2010,80.282
470,medium_variant,5yearly,2015,81.09
470,medium_variant,5yearly,2020,81.874
470,medium_variant,5yearly,2025,82.673
470,medium_variant,5yearly,2030,83.47
470,medium_variant,5yearly,2035,84.238
470,medium_variant,5yearly,2040,84.948
470,medium_variant,5yearly,2045,85.584
470,medium_variant,5yearly,2050,86.171
470,medium_variant,5yearly,2055,86.752
470,medium_variant,5yearly,2060,87.327
470,medium_variant,5yearly,2065,87.911
470,medium_variant,5yearly,2070,88.477
470,medium_variant,5yearly,2075,89.046
470,medium_variant,5yearly,2080,89.596
470,medium_variant,5yearly,2085,90.169
470,medium_variant,5yearly,2090,90.732
470,medium_variant,5yearly,2095,91.293
470,estimates,5yearly,Regi,Malta
470,medium_variant,5yearly,Regi,Malta
