country,variant,freq,year,lifeexpectancyatbirth
716,estimates,5yearly,1950,48.538
716,estimates,5yearly,1955,50.585
716,estimates,5yearly,1960,52.483
716,estimates,5yearly,1965,54.13
716,estimates,5yearly,1970,55.775
716,estimates,5yearly,1975,57.834
716,estimates,5yearly,1980,60.543
716,estimates,5yearly,1985,60.183
716,estimates,5yearly,1990,54.647
716,estimates,5yearly,1995,47.346
716,estimates,5yearly,2000,44.126
716,estimates,5yearly,2005,48.352
716,estimates,5yearly,2010,57.634
716,medium_variant,5yearly,2015,61.916
716,medium_variant,5yearly,2020,62.829
716,medium_variant,5yearly,2025,64.514
716,medium_variant,5yearly,2030,66.262
716,medium_variant,5yearly,2035,67.878
716,medium_variant,5yearly,2040,69.352
716,medium_variant,5yearly,2045,70.855
716,medium_variant,5yearly,2050,72.192
716,medium_variant,5yearly,2055,73.323
716,medium_variant,5yearly,2060,74.38
716,medium_variant,5yearly,2065,75.369
716,medium_variant,5yearly,2070,76.295
716,medium_variant,5yearly,2075,77.086
716,medium_variant,5yearly,2080,77.783
716,medium_variant,5yearly,2085,78.451
716,medium_variant,5yearly,2090,79.1
716,medium_variant,5yearly,2095,79.732
716,estimates,5yearly,Regi,Zimbabwe
716,medium_variant,5yearly,Regi,Zimbabwe
