country,variant,freq,year,lifeexpectancyatbirth
116,estimates,5yearly,1950,40.323
116,estimates,5yearly,1955,41.049
116,estimates,5yearly,1960,41.387
116,estimates,5yearly,1965,41.967
116,estimates,5yearly,1970,37.844
116,estimates,5yearly,1975,14.49
116,estimates,5yearly,1980,45.08
116,estimates,5yearly,1985,52.042
116,estimates,5yearly,1990,54.269
116,estimates,5yearly,1995,56.408
116,estimates,5yearly,2000,60.781
116,estimates,5yearly,2005,65.117
116,estimates,5yearly,2010,67.612
116,medium_variant,5yearly,2015,69.478
116,medium_variant,5yearly,2020,71.079
116,medium_variant,5yearly,2025,72.445
116,medium_variant,5yearly,2030,73.634
116,medium_variant,5yearly,2035,74.716
116,medium_variant,5yearly,2040,75.726
116,medium_variant,5yearly,2045,76.66
116,medium_variant,5yearly,2050,77.53
116,medium_variant,5yearly,2055,78.364
116,medium_variant,5yearly,2060,79.201
116,medium_variant,5yearly,2065,80.013
116,medium_variant,5yearly,2070,80.805
116,medium_variant,5yearly,2075,81.587
116,medium_variant,5yearly,2080,82.335
116,medium_variant,5yearly,2085,83.075
116,medium_variant,5yearly,2090,83.777
116,medium_variant,5yearly,2095,84.435
