country,variant,year,medianageofpopulation
630,estimates,1950,18.403
630,estimates,1955,18.469
630,estimates,1960,18.463
630,estimates,1965,21.127
630,estimates,1970,21.612
630,estimates,1975,22.669
630,estimates,1980,24.642
630,estimates,1985,26.318
630,estimates,1990,28.524
630,estimates,1995,30.374
630,estimates,2000,32.284
630,estimates,2005,33.37
630,estimates,2010,34.655
630,constant_fertility,2015,36.383
630,constant_mortality,2015,36.383
630,estimates,2015,36.383
630,high_variant,2015,36.383
630,instant_replacement,2015,36.383
630,low_variant,2015,36.383
630,medium_variant,2015,36.383
630,momentum,2015,36.383
630,no_change,2015,36.383
630,zero_migration,2015,36.383
630,constant_fertility,2020,38.139
630,constant_mortality,2020,38.123
630,high_variant,2020,37.883
630,instant_replacement,2020,37.432
630,low_variant,2020,38.522
630,medium_variant,2020,38.202
630,momentum,2020,37.346
630,no_change,2020,38.059
630,zero_migration,2020,38.204
630,constant_fertility,2025,39.922
630,constant_mortality,2025,39.828
630,high_variant,2025,39.24
630,instant_replacement,2025,38.517
630,low_variant,2025,40.875
630,medium_variant,2025,40.053
630,momentum,2025,38.227
630,no_change,2025,39.697
630,zero_migration,2025,39.996
630,constant_fertility,2030,41.774
630,constant_mortality,2030,41.486
630,high_variant,2030,40.51
630,instant_replacement,2030,39.681
630,low_variant,2030,43.331
630,medium_variant,2030,41.92
630,momentum,2030,39.131
630,no_change,2030,41.339
630,zero_migration,2030,41.785
630,constant_fertility,2035,43.703
630,constant_mortality,2035,43.145
630,high_variant,2035,41.888
630,instant_replacement,2035,40.989
630,low_variant,2035,45.763
630,medium_variant,2035,43.812
630,momentum,2035,40.174
630,no_change,2035,43.035
630,zero_migration,2035,43.609
630,constant_fertility,2040,45.711
630,constant_mortality,2040,44.805
630,high_variant,2040,43.2
630,instant_replacement,2040,42.164
630,low_variant,2040,48.248
630,medium_variant,2040,45.764
630,momentum,2040,41.068
630,no_change,2040,44.749
630,zero_migration,2040,45.494
630,constant_fertility,2045,47.639
630,constant_mortality,2045,46.335
630,high_variant,2045,44.303
630,instant_replacement,2045,43.009
630,low_variant,2045,50.764
630,medium_variant,2045,47.63
630,momentum,2045,41.473
630,no_change,2045,46.343
630,zero_migration,2045,47.295
630,constant_fertility,2050,49.488
630,constant_mortality,2050,47.655
630,high_variant,2050,44.963
630,instant_replacement,2050,43.32
630,low_variant,2050,53.251
630,medium_variant,2050,49.399
630,momentum,2050,41.236
630,no_change,2050,47.745
630,zero_migration,2050,48.938
630,constant_fertility,2055,51.107
630,constant_mortality,2055,48.727
630,high_variant,2055,45.063
630,instant_replacement,2055,42.931
630,low_variant,2055,55.771
630,medium_variant,2055,50.906
630,momentum,2055,40.143
630,no_change,2055,48.948
630,zero_migration,2055,50.304
630,constant_fertility,2060,52.552
630,constant_mortality,2060,49.48
630,high_variant,2060,44.342
630,instant_replacement,2060,42.848
630,low_variant,2060,58.214
630,medium_variant,2060,52.163
630,momentum,2060,40.452
630,no_change,2060,49.939
630,zero_migration,2060,51.345
630,constant_fertility,2065,53.769
630,constant_mortality,2065,49.639
630,high_variant,2065,44.2
630,instant_replacement,2065,43.588
630,low_variant,2065,60.578
630,medium_variant,2065,53.071
630,momentum,2065,40.739
630,no_change,2065,50.375
630,zero_migration,2065,51.993
630,constant_fertility,2070,54.631
630,constant_mortality,2070,49.567
630,high_variant,2070,44.283
630,instant_replacement,2070,44.201
630,low_variant,2070,62.768
630,medium_variant,2070,53.582
630,momentum,2070,40.854
630,no_change,2070,50.82
630,zero_migration,2070,52.362
630,constant_fertility,2075,55.505
630,constant_mortality,2075,49.346
630,high_variant,2075,44.382
630,instant_replacement,2075,44.544
630,low_variant,2075,64.904
630,medium_variant,2075,53.907
630,momentum,2075,40.685
630,no_change,2075,51.205
630,zero_migration,2075,52.595
630,constant_fertility,2080,56.312
630,constant_mortality,2080,49.05
630,high_variant,2080,44.15
630,instant_replacement,2080,44.533
630,low_variant,2080,66.707
630,medium_variant,2080,54.094
630,momentum,2080,40.281
630,no_change,2080,51.463
630,zero_migration,2080,52.738
630,constant_fertility,2085,56.994
630,constant_mortality,2085,48.624
630,high_variant,2085,43.624
630,instant_replacement,2085,44.332
630,low_variant,2085,68.088
630,medium_variant,2085,54.178
630,momentum,2085,39.935
630,no_change,2085,51.556
630,zero_migration,2085,52.772
630,constant_fertility,2090,57.522
630,constant_mortality,2090,48.058
630,high_variant,2090,43.092
630,instant_replacement,2090,44.288
630,low_variant,2090,68.787
630,medium_variant,2090,54.111
630,momentum,2090,39.9
630,no_change,2090,51.513
630,zero_migration,2090,52.649
630,constant_fertility,2095,57.909
630,constant_mortality,2095,47.444
630,high_variant,2095,42.829
630,instant_replacement,2095,44.587
630,low_variant,2095,68.795
630,medium_variant,2095,53.884
630,momentum,2095,40.085
630,no_change,2095,51.44
630,zero_migration,2095,52.402
630,constant_fertility,2100,58.247
630,constant_mortality,2100,46.923
630,high_variant,2100,42.854
630,instant_replacement,2100,45.126
630,low_variant,2100,68.55
630,medium_variant,2100,53.597
630,momentum,2100,40.263
630,no_change,2100,51.425
630,zero_migration,2100,52.154
