country,variant,year,medianageofpopulation
12,estimates,1950,19.422
12,estimates,1955,18.594
12,estimates,1960,17.867
12,estimates,1965,16.607
12,estimates,1970,16.429
12,estimates,1975,16.49
12,estimates,1980,16.678
12,estimates,1985,17.12
12,estimates,1990,17.988
12,estimates,1995,19.402
12,estimates,2000,21.7
12,estimates,2005,24.09
12,estimates,2010,26.017
12,constant_fertility,2015,27.514
12,constant_mortality,2015,27.514
12,estimates,2015,27.514
12,high_variant,2015,27.514
12,instant_replacement,2015,27.514
12,low_variant,2015,27.514
12,medium_variant,2015,27.514
12,momentum,2015,27.514
12,no_change,2015,27.514
12,zero_migration,2015,27.514
12,constant_fertility,2020,28.691
12,constant_mortality,2020,29.032
12,high_variant,2020,28.76
12,instant_replacement,2020,29.654
12,low_variant,2020,29.339
12,medium_variant,2020,29.05
12,momentum,2020,29.615
12,no_change,2020,28.675
12,zero_migration,2020,29.048
12,constant_fertility,2025,29.598
12,constant_mortality,2025,30.564
12,high_variant,2025,29.837
12,instant_replacement,2025,31.602
12,low_variant,2025,31.371
12,medium_variant,2025,30.617
12,momentum,2025,31.49
12,no_change,2025,29.543
12,zero_migration,2025,30.613
12,constant_fertility,2030,29.74
12,constant_mortality,2030,31.653
12,high_variant,2030,30.209
12,instant_replacement,2030,33.22
12,low_variant,2030,33.371
12,medium_variant,2030,31.79
12,momentum,2030,32.956
12,no_change,2030,29.617
12,zero_migration,2030,31.784
12,constant_fertility,2035,29.607
12,constant_mortality,2035,32.462
12,high_variant,2035,30.372
12,instant_replacement,2035,34.322
12,low_variant,2035,35.077
12,medium_variant,2035,32.726
12,momentum,2035,33.864
12,no_change,2035,29.433
12,zero_migration,2035,32.721
12,constant_fertility,2040,30.198
12,constant_mortality,2040,33.408
12,high_variant,2040,31.332
12,instant_replacement,2040,35.008
12,low_variant,2040,36.501
12,medium_variant,2040,33.741
12,momentum,2040,34.469
12,no_change,2040,29.925
12,zero_migration,2040,33.736
12,constant_fertility,2045,31.089
12,constant_mortality,2045,34.706
12,high_variant,2045,32.516
12,instant_replacement,2045,36.492
12,low_variant,2045,38.261
12,medium_variant,2045,35.147
12,momentum,2045,35.703
12,no_change,2045,30.73
12,zero_migration,2045,35.136
12,constant_fertility,2050,31.777
12,constant_mortality,2050,36.415
12,high_variant,2050,33.686
12,instant_replacement,2050,38.196
12,low_variant,2050,40.292
12,medium_variant,2050,37.008
12,momentum,2050,37.29
12,no_change,2050,31.28
12,zero_migration,2050,36.987
12,constant_fertility,2055,32.228
12,constant_mortality,2055,37.91
12,high_variant,2055,34.77
12,instant_replacement,2055,40.121
12,low_variant,2055,42.822
12,medium_variant,2055,38.775
12,momentum,2055,38.559
12,no_change,2055,31.525
12,zero_migration,2055,38.741
12,constant_fertility,2060,32.401
12,constant_mortality,2060,39.202
12,high_variant,2060,35.678
12,instant_replacement,2060,41.034
12,low_variant,2060,45.436
12,medium_variant,2060,40.421
12,momentum,2060,38.979
12,no_change,2060,31.43
12,zero_migration,2060,40.374
12,constant_fertility,2065,32.332
12,constant_mortality,2065,40.137
12,high_variant,2065,36.332
12,instant_replacement,2065,41.693
12,low_variant,2065,47.69
12,medium_variant,2065,41.743
12,momentum,2065,39.143
12,no_change,2065,31.116
12,zero_migration,2065,41.685
12,constant_fertility,2070,32.231
12,constant_mortality,2070,40.589
12,high_variant,2070,36.703
12,instant_replacement,2070,42.045
12,low_variant,2070,49.734
12,medium_variant,2070,42.714
12,momentum,2070,39.014
12,no_change,2070,30.869
12,zero_migration,2070,42.649
12,constant_fertility,2075,32.266
12,constant_mortality,2075,40.793
12,high_variant,2075,36.957
12,instant_replacement,2075,42.197
12,low_variant,2075,51.187
12,medium_variant,2075,43.323
12,momentum,2075,38.868
12,no_change,2075,30.85
12,zero_migration,2075,43.261
12,constant_fertility,2080,32.449
12,constant_mortality,2080,41.074
12,high_variant,2080,37.328
12,instant_replacement,2080,42.414
12,low_variant,2080,52.215
12,medium_variant,2080,43.799
12,momentum,2080,38.926
12,no_change,2080,30.993
12,zero_migration,2080,43.745
12,constant_fertility,2085,32.702
12,constant_mortality,2085,41.584
12,high_variant,2085,37.893
12,instant_replacement,2085,42.845
12,low_variant,2085,53.047
12,medium_variant,2085,44.43
12,momentum,2085,39.184
12,no_change,2085,31.151
12,zero_migration,2085,44.379
12,constant_fertility,2090,32.937
12,constant_mortality,2090,42.212
12,high_variant,2090,38.583
12,instant_replacement,2090,43.448
12,low_variant,2090,53.933
12,medium_variant,2090,45.324
12,momentum,2090,39.469
12,no_change,2090,31.212
12,zero_migration,2090,45.267
12,constant_fertility,2095,33.101
12,constant_mortality,2095,42.74
12,high_variant,2095,39.243
12,instant_replacement,2095,44.046
12,low_variant,2095,54.938
12,medium_variant,2095,46.327
12,momentum,2095,39.516
12,no_change,2095,31.154
12,zero_migration,2095,46.263
12,constant_fertility,2100,33.197
12,constant_mortality,2100,42.987
12,high_variant,2100,39.707
12,instant_replacement,2100,44.395
12,low_variant,2100,55.994
12,medium_variant,2100,47.182
12,momentum,2100,39.307
12,no_change,2100,31.05
12,zero_migration,2100,47.109
