country,variant,year,medianageofpopulation
626,estimates,1950,19.638
626,estimates,1955,19.234
626,estimates,1960,19.013
626,estimates,1965,18.884
626,estimates,1970,18.981
626,estimates,1975,19.211
626,estimates,1980,19.343
626,estimates,1985,19.54
626,estimates,1990,19.84
626,estimates,1995,19.928
626,estimates,2000,14.845
626,estimates,2005,15.394
626,estimates,2010,17.099
626,constant_fertility,2015,17.406
626,constant_mortality,2015,17.406
626,estimates,2015,17.406
626,high_variant,2015,17.406
626,instant_replacement,2015,17.406
626,low_variant,2015,17.406
626,medium_variant,2015,17.406
626,momentum,2015,17.406
626,no_change,2015,17.406
626,zero_migration,2015,17.406
626,constant_fertility,2020,17.638
626,constant_mortality,2020,18.034
626,high_variant,2020,17.843
626,instant_replacement,2020,20.079
626,low_variant,2020,18.171
626,medium_variant,2020,18.007
626,momentum,2020,20.553
626,no_change,2020,17.669
626,zero_migration,2020,18.44
626,constant_fertility,2025,17.461
626,constant_mortality,2025,18.569
626,high_variant,2025,18.086
626,instant_replacement,2025,22.56
626,low_variant,2025,18.92
626,medium_variant,2025,18.503
626,momentum,2025,23.266
626,no_change,2025,17.543
626,zero_migration,2025,19.084
626,constant_fertility,2030,17.159
626,constant_mortality,2030,19.303
626,high_variant,2030,18.448
626,instant_replacement,2030,24.717
626,low_variant,2030,19.938
626,medium_variant,2030,19.193
626,momentum,2030,25.518
626,no_change,2030,17.31
626,zero_migration,2030,19.78
626,constant_fertility,2035,16.918
626,constant_mortality,2035,20.197
626,high_variant,2035,18.973
626,instant_replacement,2035,27.056
626,low_variant,2035,21.256
626,medium_variant,2035,20.033
626,momentum,2035,27.703
626,no_change,2035,17.094
626,zero_migration,2035,20.639
626,constant_fertility,2040,16.93
626,constant_mortality,2040,21.179
626,high_variant,2040,19.688
626,instant_replacement,2040,29.38
626,low_variant,2040,22.541
626,medium_variant,2040,21.02
626,momentum,2040,29.794
626,no_change,2040,17.094
626,zero_migration,2040,21.681
626,constant_fertility,2045,17.08
626,constant_mortality,2045,22.282
626,high_variant,2045,20.662
626,instant_replacement,2045,32.186
626,low_variant,2045,23.886
626,medium_variant,2045,22.149
626,momentum,2045,32.213
626,no_change,2045,17.229
626,zero_migration,2045,22.912
626,constant_fertility,2050,17.216
626,constant_mortality,2050,23.494
626,high_variant,2050,21.762
626,instant_replacement,2050,35.312
626,low_variant,2050,25.402
626,medium_variant,2050,23.39
626,momentum,2050,34.445
626,no_change,2050,17.365
626,zero_migration,2050,24.246
626,constant_fertility,2055,17.279
626,constant_mortality,2055,24.791
626,high_variant,2055,22.843
626,instant_replacement,2055,35.432
626,low_variant,2055,27.134
626,medium_variant,2055,24.716
626,momentum,2055,34.147
626,no_change,2055,17.442
626,zero_migration,2055,25.662
626,constant_fertility,2060,17.296
626,constant_mortality,2060,26.22
626,high_variant,2060,23.906
626,instant_replacement,2060,35.786
626,low_variant,2060,28.961
626,medium_variant,2060,26.186
626,momentum,2060,34.429
626,no_change,2060,17.467
626,zero_migration,2060,27.092
626,constant_fertility,2065,17.335
626,constant_mortality,2065,27.633
626,high_variant,2065,24.962
626,instant_replacement,2065,36.694
626,low_variant,2065,30.925
626,medium_variant,2065,27.682
626,momentum,2065,34.977
626,no_change,2065,17.496
626,zero_migration,2065,28.497
626,constant_fertility,2070,17.422
626,constant_mortality,2070,29.002
626,high_variant,2070,26.123
626,instant_replacement,2070,37.951
626,low_variant,2070,32.975
626,medium_variant,2070,29.189
626,momentum,2070,35.768
626,no_change,2070,17.556
626,zero_migration,2070,29.885
626,constant_fertility,2075,17.532
626,constant_mortality,2075,30.326
626,high_variant,2075,27.294
626,instant_replacement,2075,39.486
626,low_variant,2075,35.054
626,medium_variant,2075,30.728
626,momentum,2075,36.517
626,no_change,2075,17.632
626,zero_migration,2075,31.299
626,constant_fertility,2080,17.627
626,constant_mortality,2080,31.601
626,high_variant,2080,28.447
626,instant_replacement,2080,41.214
626,low_variant,2080,37.152
626,medium_variant,2080,32.267
626,momentum,2080,36.992
626,no_change,2080,17.697
626,zero_migration,2080,32.684
626,constant_fertility,2085,17.692
626,constant_mortality,2085,32.797
626,high_variant,2085,29.579
626,instant_replacement,2085,42.554
626,low_variant,2085,39.206
626,medium_variant,2085,33.763
626,momentum,2085,36.904
626,no_change,2085,17.735
626,zero_migration,2085,34.044
626,constant_fertility,2090,17.737
626,constant_mortality,2090,33.917
626,high_variant,2090,30.721
626,instant_replacement,2090,43.051
626,low_variant,2090,41.182
626,medium_variant,2090,35.224
626,momentum,2090,36.324
626,no_change,2090,17.754
626,zero_migration,2090,35.41
626,constant_fertility,2095,17.782
626,constant_mortality,2095,34.967
626,high_variant,2095,31.832
626,instant_replacement,2095,42.222
626,low_variant,2095,43.077
626,medium_variant,2095,36.679
626,momentum,2095,35.936
626,no_change,2095,17.771
626,zero_migration,2095,36.787
626,constant_fertility,2100,17.837
626,constant_mortality,2100,35.965
626,high_variant,2100,32.882
626,instant_replacement,2100,41.38
626,low_variant,2100,44.908
626,medium_variant,2100,38.084
626,momentum,2100,36.022
626,no_change,2100,17.792
626,zero_migration,2100,38.131
626,constant_fertility,"Region, subregion, country or area *",Timor-Leste
626,constant_mortality,"Region, subregion, country or area *",Timor-Leste
626,estimates,"Region, subregion, country or area *",Timor-Leste
626,high_variant,"Region, subregion, country or area *",Timor-Leste
626,instant_replacement,"Region, subregion, country or area *",Timor-Leste
626,low_variant,"Region, subregion, country or area *",Timor-Leste
626,medium_variant,"Region, subregion, country or area *",Timor-Leste
626,momentum,"Region, subregion, country or area *",Timor-Leste
626,no_change,"Region, subregion, country or area *",Timor-Leste
626,zero_migration,"Region, subregion, country or area *",Timor-Leste
