country,variant,year,medianageofpopulation
792,estimates,1950,19.689
792,estimates,1955,19.781
792,estimates,1960,19.413
792,estimates,1965,19.066
792,estimates,1970,19.04
792,estimates,1975,19.563
792,estimates,1980,20.035
792,estimates,1985,20.979
792,estimates,1990,22.079
792,estimates,1995,23.464
792,estimates,2000,24.896
792,estimates,2005,26.584
792,estimates,2010,28.324
792,constant_fertility,2015,29.853
792,constant_mortality,2015,29.853
792,estimates,2015,29.853
792,high_variant,2015,29.853
792,instant_replacement,2015,29.853
792,low_variant,2015,29.853
792,medium_variant,2015,29.853
792,momentum,2015,29.853
792,no_change,2015,29.853
792,zero_migration,2015,29.853
792,constant_fertility,2020,31.43
792,constant_mortality,2020,31.504
792,high_variant,2020,31.245
792,instant_replacement,2020,31.447
792,low_variant,2020,31.856
792,medium_variant,2020,31.551
792,momentum,2020,31.42
792,no_change,2020,31.384
792,zero_migration,2020,31.586
792,constant_fertility,2025,32.985
792,constant_mortality,2025,33.195
792,high_variant,2025,32.524
792,instant_replacement,2025,33.035
792,low_variant,2025,34.154
792,medium_variant,2025,33.339
792,momentum,2025,32.808
792,no_change,2025,32.842
792,zero_migration,2025,33.295
792,constant_fertility,2030,34.398
792,constant_mortality,2030,34.76
792,high_variant,2030,33.649
792,instant_replacement,2030,34.483
792,low_variant,2030,36.505
792,medium_variant,2030,35.042
792,momentum,2030,34.062
792,no_change,2030,34.121
792,zero_migration,2030,34.958
792,constant_fertility,2035,35.814
792,constant_mortality,2035,36.343
792,high_variant,2035,34.804
792,instant_replacement,2035,35.939
792,low_variant,2035,38.834
792,medium_variant,2035,36.821
792,momentum,2035,35.27
792,no_change,2035,35.34
792,zero_migration,2035,36.729
792,constant_fertility,2040,37.15
792,constant_mortality,2040,37.848
792,high_variant,2040,35.904
792,instant_replacement,2040,37.328
792,low_variant,2040,41.25
792,medium_variant,2040,38.589
792,momentum,2040,36.277
792,no_change,2040,36.415
792,zero_migration,2040,38.412
792,constant_fertility,2045,38.3
792,constant_mortality,2045,39.184
792,high_variant,2045,36.791
792,instant_replacement,2045,38.551
792,low_variant,2045,43.611
792,medium_variant,2045,40.253
792,momentum,2045,37.064
792,no_change,2045,37.238
792,zero_migration,2045,40.007
792,constant_fertility,2050,39.26
792,constant_mortality,2050,40.352
792,high_variant,2050,37.436
792,instant_replacement,2050,39.594
792,low_variant,2050,45.957
792,medium_variant,2050,41.8
792,momentum,2050,37.688
792,no_change,2050,37.829
792,zero_migration,2050,41.511
792,constant_fertility,2055,40.061
792,constant_mortality,2055,41.406
792,high_variant,2055,38.027
792,instant_replacement,2055,40.488
792,low_variant,2055,48.292
792,medium_variant,2055,43.264
792,momentum,2055,38.118
792,no_change,2055,38.251
792,zero_migration,2055,42.983
792,constant_fertility,2060,40.792
792,constant_mortality,2060,42.276
792,high_variant,2060,38.691
792,instant_replacement,2060,41.286
792,low_variant,2060,50.585
792,medium_variant,2060,44.633
792,momentum,2060,38.329
792,no_change,2060,38.56
792,zero_migration,2060,44.349
792,constant_fertility,2065,41.4
792,constant_mortality,2065,42.94
792,high_variant,2065,39.336
792,instant_replacement,2065,41.955
792,low_variant,2065,52.816
792,medium_variant,2065,45.817
792,momentum,2065,38.459
792,no_change,2065,38.748
792,zero_migration,2065,45.407
792,constant_fertility,2070,41.87
792,constant_mortality,2070,43.407
792,high_variant,2070,39.918
792,instant_replacement,2070,42.494
792,low_variant,2070,54.965
792,medium_variant,2070,46.8
792,momentum,2070,38.546
792,no_change,2070,38.825
792,zero_migration,2070,46.29
792,constant_fertility,2075,42.23
792,constant_mortality,2075,43.713
792,high_variant,2075,40.302
792,instant_replacement,2075,42.929
792,low_variant,2075,56.573
792,medium_variant,2075,47.601
792,momentum,2075,38.614
792,no_change,2075,38.839
792,zero_migration,2075,47.046
792,constant_fertility,2080,42.52
792,constant_mortality,2080,43.923
792,high_variant,2080,40.525
792,instant_replacement,2080,43.296
792,low_variant,2080,57.904
792,medium_variant,2080,48.269
792,momentum,2080,38.655
792,no_change,2080,38.823
792,zero_migration,2080,47.721
792,constant_fertility,2085,42.781
792,constant_mortality,2085,44.056
792,high_variant,2085,40.683
792,instant_replacement,2085,43.616
792,low_variant,2085,58.921
792,medium_variant,2085,48.851
792,momentum,2085,38.661
792,no_change,2085,38.807
792,zero_migration,2085,48.338
792,constant_fertility,2090,43.035
792,constant_mortality,2090,44.135
792,high_variant,2090,40.882
792,instant_replacement,2090,43.91
792,low_variant,2090,59.623
792,medium_variant,2090,49.357
792,momentum,2090,38.639
792,no_change,2090,38.799
792,zero_migration,2090,48.884
792,constant_fertility,2095,43.288
792,constant_mortality,2095,44.148
792,high_variant,2095,41.165
792,instant_replacement,2095,44.202
792,low_variant,2095,60.269
792,medium_variant,2095,49.801
792,momentum,2095,38.615
792,no_change,2095,38.795
792,zero_migration,2095,49.344
792,constant_fertility,2100,43.536
792,constant_mortality,2100,44.088
792,high_variant,2100,41.482
792,instant_replacement,2100,44.495
792,low_variant,2100,60.847
792,medium_variant,2100,50.165
792,momentum,2100,38.61
792,no_change,2100,38.784
792,zero_migration,2100,49.693
792,constant_fertility,"Region, subregion, country or area *",Turkey
792,constant_mortality,"Region, subregion, country or area *",Turkey
792,estimates,"Region, subregion, country or area *",Turkey
792,high_variant,"Region, subregion, country or area *",Turkey
792,instant_replacement,"Region, subregion, country or area *",Turkey
792,low_variant,"Region, subregion, country or area *",Turkey
792,medium_variant,"Region, subregion, country or area *",Turkey
792,momentum,"Region, subregion, country or area *",Turkey
792,no_change,"Region, subregion, country or area *",Turkey
792,zero_migration,"Region, subregion, country or area *",Turkey
