country,variant,year,medianageofpopulation
178,estimates,1950,20.093
178,estimates,1955,19.909
178,estimates,1960,19.56
178,estimates,1965,18.996
178,estimates,1970,18.374
178,estimates,1975,17.925
178,estimates,1980,17.527
178,estimates,1985,17.596
178,estimates,1990,17.942
178,estimates,1995,18.495
178,estimates,2000,18.963
178,estimates,2005,19.147
178,estimates,2010,19.315
178,constant_fertility,2015,18.85
178,constant_mortality,2015,18.85
178,estimates,2015,18.85
178,high_variant,2015,18.85
178,instant_replacement,2015,18.85
178,low_variant,2015,18.85
178,medium_variant,2015,18.85
178,momentum,2015,18.85
178,no_change,2015,18.85
178,zero_migration,2015,18.85
178,constant_fertility,2020,18.818
178,constant_mortality,2020,19.048
178,high_variant,2020,18.845
178,instant_replacement,2020,21.117
178,low_variant,2020,19.247
178,medium_variant,2020,19.046
178,momentum,2020,21.095
178,no_change,2020,18.822
178,zero_migration,2020,19.091
178,constant_fertility,2025,19.001
178,constant_mortality,2025,19.606
178,high_variant,2025,19.137
178,instant_replacement,2025,23.367
178,low_variant,2025,20.107
178,medium_variant,2025,19.612
178,momentum,2025,23.233
178,no_change,2025,19.005
178,zero_migration,2025,19.655
178,constant_fertility,2030,19.234
178,constant_mortality,2030,20.431
178,high_variant,2030,19.575
178,instant_replacement,2030,25.41
178,low_variant,2030,21.391
178,medium_variant,2030,20.454
178,momentum,2030,25.088
178,no_change,2030,19.238
178,zero_migration,2030,20.486
178,constant_fertility,2035,19.289
178,constant_mortality,2035,21.269
178,high_variant,2035,19.996
178,instant_replacement,2035,27.6
178,low_variant,2035,22.634
178,medium_variant,2035,21.317
178,momentum,2035,27.119
178,no_change,2035,19.286
178,zero_migration,2035,21.338
178,constant_fertility,2040,19.228
178,constant_mortality,2040,21.939
178,high_variant,2040,20.463
178,instant_replacement,2040,29.785
178,low_variant,2040,23.79
178,medium_variant,2040,22.047
178,momentum,2040,29.124
178,no_change,2040,19.19
178,zero_migration,2040,22.069
178,constant_fertility,2045,19.193
178,constant_mortality,2045,22.573
178,high_variant,2045,21.007
178,instant_replacement,2045,32.355
178,low_variant,2045,24.811
178,medium_variant,2045,22.765
178,momentum,2045,31.395
178,no_change,2045,19.115
178,zero_migration,2045,22.794
178,constant_fertility,2050,19.224
178,constant_mortality,2050,23.265
178,high_variant,2050,21.654
178,instant_replacement,2050,34.877
178,low_variant,2050,25.894
178,medium_variant,2050,23.55
178,momentum,2050,32.395
178,no_change,2050,19.108
178,zero_migration,2050,23.584
178,constant_fertility,2055,19.284
178,constant_mortality,2055,24.031
178,high_variant,2055,22.341
178,instant_replacement,2055,34.994
178,low_variant,2055,27.062
178,medium_variant,2055,24.416
178,momentum,2055,32.287
178,no_change,2055,19.131
178,zero_migration,2055,24.449
178,constant_fertility,2060,19.332
178,constant_mortality,2060,24.857
178,high_variant,2060,23.043
178,instant_replacement,2060,35.461
178,low_variant,2060,28.311
178,medium_variant,2060,25.387
178,momentum,2060,32.587
178,no_change,2060,19.142
178,zero_migration,2060,25.417
178,constant_fertility,2065,19.359
178,constant_mortality,2065,25.745
178,high_variant,2065,23.747
178,instant_replacement,2065,36.31
178,low_variant,2065,29.634
178,medium_variant,2065,26.42
178,momentum,2065,33.2
178,no_change,2065,19.134
178,zero_migration,2065,26.443
178,constant_fertility,2070,19.382
178,constant_mortality,2070,26.608
178,high_variant,2070,24.457
178,instant_replacement,2070,37.417
178,low_variant,2070,31.066
178,medium_variant,2070,27.442
178,momentum,2070,33.968
178,no_change,2070,19.124
178,zero_migration,2070,27.46
178,constant_fertility,2075,19.416
178,constant_mortality,2075,27.443
178,high_variant,2075,25.2
178,instant_replacement,2075,38.597
178,low_variant,2075,32.501
178,medium_variant,2075,28.459
178,momentum,2075,34.639
178,no_change,2075,19.123
178,zero_migration,2075,28.473
178,constant_fertility,2080,19.46
178,constant_mortality,2080,28.252
178,high_variant,2080,26.009
178,instant_replacement,2080,39.649
178,low_variant,2080,33.915
178,medium_variant,2080,29.468
178,momentum,2080,34.85
178,no_change,2080,19.131
178,zero_migration,2080,29.48
178,constant_fertility,2085,19.504
178,constant_mortality,2085,29.04
178,high_variant,2085,26.819
178,instant_replacement,2085,40.222
178,low_variant,2085,35.293
178,medium_variant,2085,30.501
178,momentum,2085,34.611
178,no_change,2085,19.138
178,zero_migration,2085,30.512
178,constant_fertility,2090,19.542
178,constant_mortality,2090,29.809
178,high_variant,2090,27.617
178,instant_replacement,2090,40.307
178,low_variant,2090,36.646
178,medium_variant,2090,31.553
178,momentum,2090,34.338
178,no_change,2090,19.14
178,zero_migration,2090,31.561
178,constant_fertility,2095,19.572
178,constant_mortality,2095,30.605
178,high_variant,2095,28.408
178,instant_replacement,2095,40.276
178,low_variant,2095,37.974
178,medium_variant,2095,32.598
178,momentum,2095,34.262
178,no_change,2095,19.138
178,zero_migration,2095,32.605
178,constant_fertility,2100,19.599
178,constant_mortality,2100,31.385
178,high_variant,2100,29.184
178,instant_replacement,2100,40.416
178,low_variant,2100,39.294
178,medium_variant,2100,33.634
178,momentum,2100,34.362
178,no_change,2100,19.137
178,zero_migration,2100,33.639
