country,variant,year,medianageofpopulation
231,estimates,1950,17.915
231,estimates,1955,17.984
231,estimates,1960,18.121
231,estimates,1965,18.132
231,estimates,1970,18.012
231,estimates,1975,17.601
231,estimates,1980,17.572
231,estimates,1985,16.984
231,estimates,1990,16.818
231,estimates,1995,16.664
231,estimates,2000,16.618
231,estimates,2005,16.797
231,estimates,2010,17.47
231,constant_fertility,2015,18.557
231,constant_mortality,2015,18.557
231,estimates,2015,18.557
231,high_variant,2015,18.557
231,instant_replacement,2015,18.557
231,low_variant,2015,18.557
231,medium_variant,2015,18.557
231,momentum,2015,18.557
231,no_change,2015,18.557
231,zero_migration,2015,18.557
231,constant_fertility,2020,19.378
231,constant_mortality,2020,19.849
231,high_variant,2020,19.638
231,instant_replacement,2020,21.301
231,low_variant,2020,20.019
231,medium_variant,2020,19.828
231,momentum,2020,21.265
231,no_change,2020,19.404
231,zero_migration,2020,19.834
231,constant_fertility,2025,19.802
231,constant_mortality,2025,21.294
231,high_variant,2025,20.674
231,instant_replacement,2025,23.776
231,low_variant,2025,21.782
231,medium_variant,2025,21.228
231,momentum,2025,23.667
231,no_change,2025,19.89
231,zero_migration,2025,21.239
231,constant_fertility,2030,19.782
231,constant_mortality,2030,22.715
231,high_variant,2030,21.573
231,instant_replacement,2030,26.037
231,low_variant,2030,23.629
231,medium_variant,2030,22.601
231,momentum,2030,25.807
231,no_change,2030,19.952
231,zero_migration,2030,22.615
231,constant_fertility,2035,19.609
231,constant_mortality,2035,24.148
231,high_variant,2035,22.523
231,instant_replacement,2035,28.129
231,low_variant,2035,25.512
231,medium_variant,2035,23.998
231,momentum,2035,27.756
231,no_change,2035,19.835
231,zero_migration,2035,24.013
231,constant_fertility,2040,19.78
231,constant_mortality,2040,25.696
231,high_variant,2040,23.599
231,instant_replacement,2040,30.174
231,low_variant,2040,27.589
231,medium_variant,2040,25.507
231,momentum,2040,29.636
231,no_change,2040,20.028
231,zero_migration,2040,25.523
231,constant_fertility,2045,20.108
231,constant_mortality,2045,27.294
231,high_variant,2045,24.796
231,instant_replacement,2045,32.474
231,low_variant,2045,29.722
231,medium_variant,2045,27.127
231,momentum,2045,31.715
231,no_change,2045,20.38
231,zero_migration,2045,27.142
231,constant_fertility,2050,20.411
231,constant_mortality,2050,28.876
231,high_variant,2050,26.126
231,instant_replacement,2050,34.652
231,low_variant,2050,31.904
231,medium_variant,2050,28.764
231,momentum,2050,32.92
231,no_change,2050,20.662
231,zero_migration,2050,28.779
231,constant_fertility,2055,20.561
231,constant_mortality,2055,30.449
231,high_variant,2055,27.436
