country,variant,year,medianageofpopulation
320,estimates,1950,18.372
320,estimates,1955,17.804
320,estimates,1960,17.157
320,estimates,1965,16.778
320,estimates,1970,16.921
320,estimates,1975,17.02
320,estimates,1980,16.795
320,estimates,1985,16.648
320,estimates,1990,16.883
320,estimates,1995,17.199
320,estimates,2000,17.736
320,estimates,2005,18.512
320,estimates,2010,19.677
320,constant_fertility,2015,21.253
320,constant_mortality,2015,21.253
320,estimates,2015,21.253
320,high_variant,2015,21.253
320,instant_replacement,2015,21.253
320,low_variant,2015,21.253
320,medium_variant,2015,21.253
320,momentum,2015,21.253
320,no_change,2015,21.253
320,zero_migration,2015,21.253
320,constant_fertility,2020,22.59
320,constant_mortality,2020,22.872
320,high_variant,2020,22.633
320,instant_replacement,2020,23.63
320,low_variant,2020,23.127
320,medium_variant,2020,22.88
320,momentum,2020,23.595
320,no_change,2020,22.582
320,zero_migration,2020,22.875
320,constant_fertility,2025,23.706
320,constant_mortality,2025,24.489
320,high_variant,2025,23.876
320,instant_replacement,2025,25.836
320,low_variant,2025,25.169
320,medium_variant,2025,24.516
320,momentum,2025,25.753
320,no_change,2025,23.685
320,zero_migration,2025,24.523
320,constant_fertility,2030,24.677
320,constant_mortality,2030,26.22
320,high_variant,2030,25.077
320,instant_replacement,2030,27.971
320,low_variant,2030,27.488
320,medium_variant,2030,26.282
320,momentum,2030,27.811
320,no_change,2030,24.628
320,zero_migration,2030,26.293
320,constant_fertility,2035,25.321
320,constant_mortality,2035,27.855
320,high_variant,2035,26.144
320,instant_replacement,2035,30.015
320,low_variant,2035,29.804
320,medium_variant,2035,27.977
320,momentum,2035,29.732
320,no_change,2035,25.224
320,zero_migration,2035,27.988
320,constant_fertility,2040,25.773
320,constant_mortality,2040,29.415
320,high_variant,2040,27.167
320,instant_replacement,2040,31.986
320,low_variant,2040,32.128
320,medium_variant,2040,29.621
320,momentum,2040,31.534
320,no_change,2040,25.605
320,zero_migration,2040,29.628
320,constant_fertility,2045,26.373
320,constant_mortality,2045,30.993
320,high_variant,2045,28.278
320,instant_replacement,2045,33.963
