country,variant,year,medianageofpopulation
214,estimates,1950,17.099
214,estimates,1955,16.808
214,estimates,1960,15.976
214,estimates,1965,15.526
214,estimates,1970,16.047
214,estimates,1975,17.013
214,estimates,1980,18.123
214,estimates,1985,19.164
214,estimates,1990,20.212
214,estimates,1995,21.301
214,estimates,2000,22.444
214,estimates,2005,23.553
214,estimates,2010,24.755
214,constant_fertility,2015,26.11
214,constant_mortality,2015,26.11
214,estimates,2015,26.11
214,high_variant,2015,26.11
214,instant_replacement,2015,26.11
214,low_variant,2015,26.11
214,medium_variant,2015,26.11
214,momentum,2015,26.11
214,no_change,2015,26.11
214,zero_migration,2015,26.11
214,constant_fertility,2020,27.392
214,constant_mortality,2020,27.552
214,high_variant,2020,27.271
214,instant_replacement,2020,27.882
214,low_variant,2020,27.874
214,medium_variant,2020,27.572
214,momentum,2020,27.786
214,no_change,2020,27.372
214,zero_migration,2020,27.513
214,constant_fertility,2025,28.531
214,constant_mortality,2025,29.003
214,high_variant,2025,28.265
214,instant_replacement,2025,29.539
214,low_variant,2025,29.864
214,medium_variant,2025,29.065
214,momentum,2025,29.314
214,no_change,2025,28.472
214,zero_migration,2025,28.948
214,constant_fertility,2030,29.505
214,constant_mortality,2030,30.417
214,high_variant,2030,29.135
214,instant_replacement,2030,31.072
214,low_variant,2030,32.038
214,medium_variant,2030,30.552
214,momentum,2030,30.701
214,no_change,2030,29.385
214,zero_migration,2030,30.398
214,constant_fertility,2035,30.467
214,constant_mortality,2035,31.948
214,high_variant,2035,30.082
214,instant_replacement,2035,32.61
214,low_variant,2035,34.254
214,medium_variant,2035,32.174
214,momentum,2035,32.087
214,no_change,2035,30.248
214,zero_migration,2035,31.988
214,constant_fertility,2040,31.308
214,constant_mortality,2040,33.462
214,high_variant,2040,31.015
214,instant_replacement,2040,34.13
214,low_variant,2040,36.617
214,medium_variant,2040,33.811
214,momentum,2040,33.424
214,no_change,2040,30.972
214,zero_migration,2040,33.597
214,constant_fertility,2045,31.954
214,constant_mortality,2045,34.967
214,high_variant,2045,31.814
214,instant_replacement,2045,35.662
214,low_variant,2045,39.071
214,medium_variant,2045,35.486
214,momentum,2045,34.689
214,no_change,2045,31.47
214,zero_migration,2045,35.217
214,constant_fertility,2050,32.508
214,constant_mortality,2050,36.475
214,high_variant,2050,32.682
214,instant_replacement,2050,37.154
214,low_variant,2050,41.639
214,medium_variant,2050,37.178
214,momentum,2050,35.831
214,no_change,2050,31.87
214,zero_migration,2050,36.806
214,constant_fertility,2055,33.017
214,constant_mortality,2055,37.878
214,high_variant,2055,33.631
214,instant_replacement,2055,38.312
214,low_variant,2055,44.245
214,medium_variant,2055,38.816
214,momentum,2055,36.405
214,no_change,2055,32.198
214,zero_migration,2055,38.332
214,constant_fertility,2060,33.467
214,constant_mortality,2060,39.168
214,high_variant,2060,34.595
214,instant_replacement,2060,39.036
214,low_variant,2060,46.885
214,medium_variant,2060,40.387
214,momentum,2060,36.848
214,no_change,2060,32.443
214,zero_migration,2060,39.795
214,constant_fertility,2065,33.848
214,constant_mortality,2065,40.327
214,high_variant,2065,35.555
214,instant_replacement,2065,39.777
214,low_variant,2065,49.434
214,medium_variant,2065,41.869
214,momentum,2065,37.296
214,no_change,2065,32.597
214,zero_migration,2065,41.207
214,constant_fertility,2070,34.156
214,constant_mortality,2070,41.343
214,high_variant,2070,36.379
214,instant_replacement,2070,40.558
214,low_variant,2070,51.683
214,medium_variant,2070,43.254
214,momentum,2070,37.707
214,no_change,2070,32.677
214,zero_migration,2070,42.532
214,constant_fertility,2075,34.417
214,constant_mortality,2075,42.218
214,high_variant,2075,37.096
214,instant_replacement,2075,41.301
214,low_variant,2075,53.767
214,medium_variant,2075,44.541
214,momentum,2075,38.02
214,no_change,2075,32.715
214,zero_migration,2075,43.759
214,constant_fertility,2080,34.654
214,constant_mortality,2080,42.948
214,high_variant,2080,37.735
214,instant_replacement,2080,41.937
214,low_variant,2080,55.623
214,medium_variant,2080,45.701
214,momentum,2080,38.197
214,no_change,2080,32.736
214,zero_migration,2080,44.868
214,constant_fertility,2085,34.874
214,constant_mortality,2085,43.531
214,high_variant,2085,38.325
214,instant_replacement,2085,42.434
214,low_variant,2085,57.186
214,medium_variant,2085,46.724
214,momentum,2085,38.248
214,no_change,2085,32.749
214,zero_migration,2085,45.824
214,constant_fertility,2090,35.084
214,constant_mortality,2090,43.964
214,high_variant,2090,38.88
214,instant_replacement,2090,42.796
214,low_variant,2090,58.594
214,medium_variant,2090,47.609
214,momentum,2090,38.228
214,no_change,2090,32.757
214,zero_migration,2090,46.635
214,constant_fertility,2095,35.285
214,constant_mortality,2095,44.252
214,high_variant,2095,39.395
214,instant_replacement,2095,43.064
214,low_variant,2095,59.886
214,medium_variant,2095,48.354
214,momentum,2095,38.203
214,no_change,2095,32.76
214,zero_migration,2095,47.316
214,constant_fertility,2100,35.48
214,constant_mortality,2100,44.41
214,high_variant,2100,39.848
214,instant_replacement,2100,43.309
214,low_variant,2100,60.948
214,medium_variant,2100,48.959
214,momentum,2100,38.21
214,no_change,2100,32.764
214,zero_migration,2100,47.884
214,constant_fertility,"Region, subregion, country or area *",Dominican Republic
