country,variant,year,medianageofpopulation
548,estimates,1950,16.783
548,estimates,1955,16.76
548,estimates,1960,16.783
548,estimates,1965,16.811
548,estimates,1970,17.298
548,estimates,1975,17.338
548,estimates,1980,17.482
548,estimates,1985,17.756
548,estimates,1990,18.075
548,estimates,1995,18.5
548,estimates,2000,18.851
548,estimates,2005,19.817
548,estimates,2010,21.206
548,constant_fertility,2015,22.159
548,constant_mortality,2015,22.159
548,estimates,2015,22.159
548,high_variant,2015,22.159
548,instant_replacement,2015,22.159
548,low_variant,2015,22.159
548,medium_variant,2015,22.159
548,momentum,2015,22.159
548,no_change,2015,22.159
548,zero_migration,2015,22.159
548,constant_fertility,2020,22.918
548,constant_mortality,2020,23.094
548,high_variant,2020,22.852
548,instant_replacement,2020,24.22
548,low_variant,2020,23.365
548,medium_variant,2020,23.109
548,momentum,2020,24.149
548,no_change,2020,22.904
548,zero_migration,2020,23.055
548,constant_fertility,2025,23.608
548,constant_mortality,2025,24.122
548,high_variant,2025,23.491
548,instant_replacement,2025,26.299
548,low_variant,2025,24.851
548,medium_variant,2025,24.171
548,momentum,2025,26.105
548,no_change,2025,23.562
548,zero_migration,2025,24.107
548,constant_fertility,2030,24.128
548,constant_mortality,2030,25.023
548,high_variant,2030,24.029
548,instant_replacement,2030,28.151
548,low_variant,2030,26.401
548,medium_variant,2030,25.129
548,momentum,2030,27.932
548,no_change,2030,24.044
548,zero_migration,2030,25.221
548,constant_fertility,2035,24.803
548,constant_mortality,2035,26.312
548,high_variant,2035,24.844
548,instant_replacement,2035,29.817
548,low_variant,2035,28.112
548,medium_variant,2035,26.477
548,momentum,2035,29.618
548,no_change,2035,24.655
548,zero_migration,2035,26.685
548,constant_fertility,2040,25.173
548,constant_mortality,2040,27.45
548,high_variant,2040,25.486
548,instant_replacement,2040,31.825
548,low_variant,2040,29.924
548,medium_variant,2040,27.716
548,momentum,2040,31.586
548,no_change,2040,24.936
548,zero_migration,2040,28.071
548,constant_fertility,2045,25.589
548,constant_mortality,2045,28.489
548,high_variant,2045,26.307
548,instant_replacement,2045,33.818
548,low_variant,2045,31.75
548,medium_variant,2045,28.876
548,momentum,2045,33.535
