country,variant,year,medianageofpopulation
222,estimates,1950,18.5
222,estimates,1955,18.164
222,estimates,1960,17.601
222,estimates,1965,17.132
222,estimates,1970,17.069
222,estimates,1975,17.451
222,estimates,1980,17.915
222,estimates,1985,18.601
222,estimates,1990,19.679
222,estimates,1995,20.978
222,estimates,2000,21.992
222,estimates,2005,23.024
222,estimates,2010,24.239
222,constant_fertility,2015,25.757
222,constant_mortality,2015,25.757
222,estimates,2015,25.757
222,high_variant,2015,25.757
222,instant_replacement,2015,25.757
222,low_variant,2015,25.757
222,medium_variant,2015,25.757
222,momentum,2015,25.757
222,no_change,2015,25.757
222,zero_migration,2015,25.757
222,constant_fertility,2020,27.489
222,constant_mortality,2020,27.597
222,high_variant,2020,27.325
222,instant_replacement,2020,27.563
222,low_variant,2020,27.93
222,medium_variant,2020,27.628
222,momentum,2020,27.424
222,no_change,2020,27.459
222,zero_migration,2020,27.527
222,constant_fertility,2025,29.227
222,constant_mortality,2025,29.522
222,high_variant,2025,28.845
222,instant_replacement,2025,29.378
222,low_variant,2025,30.409
222,medium_variant,2025,29.612
222,momentum,2025,29.083
222,no_change,2025,29.138
222,zero_migration,2025,29.419
222,constant_fertility,2030,31.047
222,constant_mortality,2030,31.598
222,high_variant,2030,30.393
222,instant_replacement,2030,31.284
222,low_variant,2030,33.187
222,medium_variant,2030,31.79
222,momentum,2030,30.803
222,no_change,2030,30.853
222,zero_migration,2030,31.515
222,constant_fertility,2035,32.6
222,constant_mortality,2035,33.553
222,high_variant,2035,31.646
222,instant_replacement,2035,32.977
222,low_variant,2035,36.073
222,medium_variant,2035,33.924
222,momentum,2035,32.223
222,no_change,2035,32.224
222,zero_migration,2035,33.521
222,constant_fertility,2040,33.888
222,constant_mortality,2040,35.288
222,high_variant,2040,32.715
222,instant_replacement,2040,34.44
222,low_variant,2040,38.9
222,medium_variant,2040,35.864
222,momentum,2040,33.412
222,no_change,2040,33.287
222,zero_migration,2040,35.411
222,constant_fertility,2045,34.959
222,constant_mortality,2045,36.901
222,high_variant,2045,33.588
222,instant_replacement,2045,35.729
222,low_variant,2045,41.688
222,medium_variant,2045,37.745
222,momentum,2045,34.35
222,no_change,2045,34.098
222,zero_migration,2045,37.175
222,constant_fertility,2050,35.884
222,constant_mortality,2050,38.428
222,high_variant,2050,34.355
222,instant_replacement,2050,36.895
222,low_variant,2050,44.534
222,medium_variant,2050,39.565
222,momentum,2050,35.044
222,no_change,2050,34.732
222,zero_migration,2050,38.839
222,constant_fertility,2055,36.945
222,constant_mortality,2055,39.863
222,high_variant,2055,35.477
222,instant_replacement,2055,38.032
222,low_variant,2055,47.373
222,medium_variant,2055,41.342
222,momentum,2055,35.751
222,no_change,2055,35.532
222,zero_migration,2055,40.408
222,constant_fertility,2060,38.036
222,constant_mortality,2060,41.316
222,high_variant,2060,36.69
222,instant_replacement,2060,39.196
222,low_variant,2060,50.228
222,medium_variant,2060,43.136
222,momentum,2060,36.439
222,no_change,2060,36.302
222,zero_migration,2060,41.989
222,constant_fertility,2065,39.069
222,constant_mortality,2065,42.65
222,high_variant,2065,37.859
222,instant_replacement,2065,40.375
222,low_variant,2065,53.076
222,medium_variant,2065,44.93
222,momentum,2065,37.028
222,no_change,2065,36.908
222,zero_migration,2065,43.517
222,constant_fertility,2070,39.939
222,constant_mortality,2070,43.808
222,high_variant,2070,38.878
222,instant_replacement,2070,41.433
222,low_variant,2070,55.874
222,medium_variant,2070,46.611
222,momentum,2070,37.447
222,no_change,2070,37.284
222,zero_migration,2070,44.96
222,constant_fertility,2075,40.563
222,constant_mortality,2075,44.695
222,high_variant,2075,39.582
222,instant_replacement,2075,42.282
222,low_variant,2075,58.395
222,medium_variant,2075,48.101
222,momentum,2075,37.648
222,no_change,2075,37.431
222,zero_migration,2075,46.19
222,constant_fertility,2080,40.987
222,constant_mortality,2080,45.219
222,high_variant,2080,39.984
222,instant_replacement,2080,42.876
222,low_variant,2080,60.68
222,medium_variant,2080,49.332
222,momentum,2080,37.664
222,no_change,2080,37.438
222,zero_migration,2080,47.156
222,constant_fertility,2085,41.296
222,constant_mortality,2085,45.435
222,high_variant,2085,40.257
222,instant_replacement,2085,43.251
222,low_variant,2085,62.534
222,medium_variant,2085,50.227
222,momentum,2085,37.607
222,no_change,2085,37.417
222,zero_migration,2085,47.843
222,constant_fertility,2090,41.569
222,constant_mortality,2090,45.506
222,high_variant,2090,40.564
222,instant_replacement,2090,43.539
222,low_variant,2090,64.089
222,medium_variant,2090,50.816
222,momentum,2090,37.584
222,no_change,2090,37.424
222,zero_migration,2090,48.302
222,constant_fertility,2095,41.848
222,constant_mortality,2095,45.564
222,high_variant,2095,40.948
222,instant_replacement,2095,43.858
222,low_variant,2095,65.27
222,medium_variant,2095,51.268
222,momentum,2095,37.62
222,no_change,2095,37.452
222,zero_migration,2095,48.652
222,constant_fertility,2100,42.136
222,constant_mortality,2100,45.604
222,high_variant,2100,41.346
222,instant_replacement,2100,44.237
222,low_variant,2100,66.299
222,medium_variant,2100,51.69
222,momentum,2100,37.674
222,no_change,2100,37.465
222,zero_migration,2100,48.992
222,constant_fertility,"Region, subregion, country or area *",El Salvador
222,constant_mortality,"Region, subregion, country or area *",El Salvador
222,estimates,"Region, subregion, country or area *",El Salvador
222,high_variant,"Region, subregion, country or area *",El Salvador
222,instant_replacement,"Region, subregion, country or area *",El Salvador
222,low_variant,"Region, subregion, country or area *",El Salvador
222,medium_variant,"Region, subregion, country or area *",El Salvador
222,momentum,"Region, subregion, country or area *",El Salvador
222,no_change,"Region, subregion, country or area *",El Salvador
222,zero_migration,"Region, subregion, country or area *",El Salvador
