country,variant,freq,year,meanageforchildbearing
558,estimates,5yearly,1950,28.851
558,estimates,5yearly,1955,28.851
558,estimates,5yearly,1960,28.851
558,estimates,5yearly,1965,28.72
558,estimates,5yearly,1970,28.501
558,estimates,5yearly,1975,28.289
558,estimates,5yearly,1980,28.127
558,estimates,5yearly,1985,27.498
558,estimates,5yearly,1990,27.557
558,estimates,5yearly,1995,26.896
558,estimates,5yearly,2000,26.689
558,estimates,5yearly,2005,26.616
558,estimates,5yearly,2010,26.643
558,medium_variant,5yearly,2015,26.672
558,medium_variant,5yearly,2020,26.8
558,medium_variant,5yearly,2025,27.015
558,medium_variant,5yearly,2030,27.286
558,medium_variant,5yearly,2035,27.578
558,medium_variant,5yearly,2040,27.873
558,medium_variant,5yearly,2045,28.162
558,medium_variant,5yearly,2050,28.44
558,medium_variant,5yearly,2055,28.702
558,medium_variant,5yearly,2060,28.947
558,medium_variant,5yearly,2065,29.174
558,medium_variant,5yearly,2070,29.383
558,medium_variant,5yearly,2075,29.573
558,medium_variant,5yearly,2080,29.745
558,medium_variant,5yearly,2085,29.899
558,medium_variant,5yearly,2090,30.036
558,medium_variant,5yearly,2095,30.157
558,estimates,5yearly,Regi,Nicaragua
558,medium_variant,5yearly,Regi,Nicaragua
