country,variant,freq,year,meanageforchildbearing
638,estimates,5yearly,1950,30.379
638,estimates,5yearly,1955,30.273
638,estimates,5yearly,1960,30.216
638,estimates,5yearly,1965,29.787
638,estimates,5yearly,1970,28.706
638,estimates,5yearly,1975,28.438
638,estimates,5yearly,1980,27.86
638,estimates,5yearly,1985,28.18
638,estimates,5yearly,1990,27.663
638,estimates,5yearly,1995,28.282
638,estimates,5yearly,2000,28.901
638,estimates,5yearly,2005,28.478
638,estimates,5yearly,2010,28.478
638,medium_variant,5yearly,2015,28.29
638,medium_variant,5yearly,2020,28.168
638,medium_variant,5yearly,2025,28.111
638,medium_variant,5yearly,2030,28.113
638,medium_variant,5yearly,2035,28.159
638,medium_variant,5yearly,2040,28.239
638,medium_variant,5yearly,2045,28.344
638,medium_variant,5yearly,2050,28.468
638,medium_variant,5yearly,2055,28.603
638,medium_variant,5yearly,2060,28.747
638,medium_variant,5yearly,2065,28.896
638,medium_variant,5yearly,2070,29.046
638,medium_variant,5yearly,2075,29.195
638,medium_variant,5yearly,2080,29.34
638,medium_variant,5yearly,2085,29.481
638,medium_variant,5yearly,2090,29.616
638,medium_variant,5yearly,2095,29.744
