country,variant,freq,year,meanageforchildbearing
834,estimates,5yearly,1950,29.453
834,estimates,5yearly,1955,29.453
834,estimates,5yearly,1960,29.453
834,estimates,5yearly,1965,29.453
834,estimates,5yearly,1970,29.453
834,estimates,5yearly,1975,29.453
834,estimates,5yearly,1980,29.453
834,estimates,5yearly,1985,29.453
834,estimates,5yearly,1990,29.357
834,estimates,5yearly,1995,29.119
834,estimates,5yearly,2000,28.879
834,estimates,5yearly,2005,28.647
834,estimates,5yearly,2010,28.417
834,medium_variant,5yearly,2015,28.221
834,medium_variant,5yearly,2020,28.059
834,medium_variant,5yearly,2025,27.93
834,medium_variant,5yearly,2030,27.831
834,medium_variant,5yearly,2035,27.759
834,medium_variant,5yearly,2040,27.713
834,medium_variant,5yearly,2045,27.69
834,medium_variant,5yearly,2050,27.69
834,medium_variant,5yearly,2055,27.708
834,medium_variant,5yearly,2060,27.745
834,medium_variant,5yearly,2065,27.801
834,medium_variant,5yearly,2070,27.873
834,medium_variant,5yearly,2075,27.961
834,medium_variant,5yearly,2080,28.063
834,medium_variant,5yearly,2085,28.18
834,medium_variant,5yearly,2090,28.309
834,medium_variant,5yearly,2095,28.452
