country,variant,freq,year,meanageforchildbearing
480,estimates,5yearly,1950,28.055
480,estimates,5yearly,1955,28.055
480,estimates,5yearly,1960,28.731
480,estimates,5yearly,1965,28.731
480,estimates,5yearly,1970,28.406
480,estimates,5yearly,1975,27.468
480,estimates,5yearly,1980,27.64
480,estimates,5yearly,1985,27.09
480,estimates,5yearly,1990,27.1
480,estimates,5yearly,1995,27.172
480,estimates,5yearly,2000,27.275
480,estimates,5yearly,2005,27.305
480,estimates,5yearly,2010,27.822
480,medium_variant,5yearly,2015,28.14
480,medium_variant,5yearly,2020,28.528
480,medium_variant,5yearly,2025,28.887
480,medium_variant,5yearly,2030,29.205
480,medium_variant,5yearly,2035,29.474
480,medium_variant,5yearly,2040,29.698
480,medium_variant,5yearly,2045,29.882
480,medium_variant,5yearly,2050,30.034
480,medium_variant,5yearly,2055,30.158
480,medium_variant,5yearly,2060,30.257
480,medium_variant,5yearly,2065,30.335
480,medium_variant,5yearly,2070,30.396
480,medium_variant,5yearly,2075,30.444
480,medium_variant,5yearly,2080,30.48
480,medium_variant,5yearly,2085,30.506
480,medium_variant,5yearly,2090,30.524
480,medium_variant,5yearly,2095,30.536
