country,variant,freq,year,meanageforchildbearing
100,estimates,5yearly,1950,26.622
100,estimates,5yearly,1955,25.681
100,estimates,5yearly,1960,25.08
100,estimates,5yearly,1965,24.752
100,estimates,5yearly,1970,24.553
100,estimates,5yearly,1975,24.243
100,estimates,5yearly,1980,23.922
100,estimates,5yearly,1985,24.008
100,estimates,5yearly,1990,23.897
100,estimates,5yearly,1995,24.48
100,estimates,5yearly,2000,25.497
100,estimates,5yearly,2005,26.477
100,estimates,5yearly,2010,27.182
100,medium_variant,5yearly,2015,28.178
100,medium_variant,5yearly,2020,29.146
100,medium_variant,5yearly,2025,29.886
100,medium_variant,5yearly,2030,30.372
100,medium_variant,5yearly,2035,30.667
100,medium_variant,5yearly,2040,30.831
100,medium_variant,5yearly,2045,30.914
100,medium_variant,5yearly,2050,30.951
100,medium_variant,5yearly,2055,30.963
100,medium_variant,5yearly,2060,30.963
100,medium_variant,5yearly,2065,30.963
100,medium_variant,5yearly,2070,30.963
100,medium_variant,5yearly,2075,30.963
100,medium_variant,5yearly,2080,30.963
100,medium_variant,5yearly,2085,30.963
100,medium_variant,5yearly,2090,30.963
100,medium_variant,5yearly,2095,30.963
