country,variant,freq,year,meanageforchildbearing
276,estimates,5yearly,1950,27.677
276,estimates,5yearly,1955,27.677
276,estimates,5yearly,1960,27.27
276,estimates,5yearly,1965,26.833
276,estimates,5yearly,1970,26.363
276,estimates,5yearly,1975,26.267
276,estimates,5yearly,1980,26.674
276,estimates,5yearly,1985,27.414
276,estimates,5yearly,1990,27.954
276,estimates,5yearly,1995,28.517
276,estimates,5yearly,2000,29.057
276,estimates,5yearly,2005,29.907
276,estimates,5yearly,2010,30.659
276,medium_variant,5yearly,2015,31.323
276,medium_variant,5yearly,2020,31.751
276,medium_variant,5yearly,2025,32.022
276,medium_variant,5yearly,2030,32.194
276,medium_variant,5yearly,2035,32.299
276,medium_variant,5yearly,2040,32.36
276,medium_variant,5yearly,2045,32.387
276,medium_variant,5yearly,2050,32.388
276,medium_variant,5yearly,2055,32.388
276,medium_variant,5yearly,2060,32.388
276,medium_variant,5yearly,2065,32.388
276,medium_variant,5yearly,2070,32.388
276,medium_variant,5yearly,2075,32.388
276,medium_variant,5yearly,2080,32.388
276,medium_variant,5yearly,2085,32.388
276,medium_variant,5yearly,2090,32.388
276,medium_variant,5yearly,2095,32.388
