country,variant,freq,year,meanageforchildbearing
178,estimates,5yearly,1950,29.385
178,estimates,5yearly,1955,29.385
178,estimates,5yearly,1960,29.385
178,estimates,5yearly,1965,29.385
178,estimates,5yearly,1970,29.385
178,estimates,5yearly,1975,29.385
178,estimates,5yearly,1980,29.385
178,estimates,5yearly,1985,29.259
178,estimates,5yearly,1990,29.133
178,estimates,5yearly,1995,29.007
178,estimates,5yearly,2000,28.881
178,estimates,5yearly,2005,28.713
178,estimates,5yearly,2010,28.474
178,medium_variant,5yearly,2015,28.296
178,medium_variant,5yearly,2020,28.145
178,medium_variant,5yearly,2025,28.024
178,medium_variant,5yearly,2030,27.927
178,medium_variant,5yearly,2035,27.854
178,medium_variant,5yearly,2040,27.805
178,medium_variant,5yearly,2045,27.777
178,medium_variant,5yearly,2050,27.767
178,medium_variant,5yearly,2055,27.776
178,medium_variant,5yearly,2060,27.804
178,medium_variant,5yearly,2065,27.85
178,medium_variant,5yearly,2070,27.911
178,medium_variant,5yearly,2075,27.988
178,medium_variant,5yearly,2080,28.082
178,medium_variant,5yearly,2085,28.189
178,medium_variant,5yearly,2090,28.311
178,medium_variant,5yearly,2095,28.447
178,estimates,5yearly,Regi,Congo
178,medium_variant,5yearly,Regi,Congo
