country,variant,freq,year,meanageforchildbearing
474,estimates,5yearly,1950,30.335
474,estimates,5yearly,1955,30.335
474,estimates,5yearly,1960,30.335
474,estimates,5yearly,1965,29.818
474,estimates,5yearly,1970,29.301
474,estimates,5yearly,1975,28.785
474,estimates,5yearly,1980,28.268
474,estimates,5yearly,1985,28.545
474,estimates,5yearly,1990,28.821
474,estimates,5yearly,1995,29.098
474,estimates,5yearly,2000,29.374
474,estimates,5yearly,2005,29.651
474,estimates,5yearly,2010,29.927
474,medium_variant,5yearly,2015,30.18
474,medium_variant,5yearly,2020,30.394
474,medium_variant,5yearly,2025,30.564
474,medium_variant,5yearly,2030,30.69
474,medium_variant,5yearly,2035,30.781
474,medium_variant,5yearly,2040,30.844
474,medium_variant,5yearly,2045,30.885
474,medium_variant,5yearly,2050,30.91
474,medium_variant,5yearly,2055,30.922
474,medium_variant,5yearly,2060,30.926
474,medium_variant,5yearly,2065,30.925
474,medium_variant,5yearly,2070,30.922
474,medium_variant,5yearly,2075,30.917
474,medium_variant,5yearly,2080,30.912
474,medium_variant,5yearly,2085,30.906
474,medium_variant,5yearly,2090,30.9
474,medium_variant,5yearly,2095,30.893
474,estimates,5yearly,Regi,Martinique
474,medium_variant,5yearly,Regi,Martinique
