country,variant,freq,year,meanageforchildbearing
32,estimates,5yearly,1950,28.268
32,estimates,5yearly,1955,28.269
32,estimates,5yearly,1960,28.269
32,estimates,5yearly,1965,28.261
32,estimates,5yearly,1970,28.019
32,estimates,5yearly,1975,27.668
32,estimates,5yearly,1980,27.787
32,estimates,5yearly,1985,27.802
32,estimates,5yearly,1990,27.681
32,estimates,5yearly,1995,27.826
32,estimates,5yearly,2000,27.905
32,estimates,5yearly,2005,27.87
32,estimates,5yearly,2010,28.097
32,medium_variant,5yearly,2015,28.216
32,medium_variant,5yearly,2020,28.37
32,medium_variant,5yearly,2025,28.552
32,medium_variant,5yearly,2030,28.749
32,medium_variant,5yearly,2035,28.949
32,medium_variant,5yearly,2040,29.144
32,medium_variant,5yearly,2045,29.329
32,medium_variant,5yearly,2050,29.503
32,medium_variant,5yearly,2055,29.662
32,medium_variant,5yearly,2060,29.804
32,medium_variant,5yearly,2065,29.932
32,medium_variant,5yearly,2070,30.044
32,medium_variant,5yearly,2075,30.142
32,medium_variant,5yearly,2080,30.226
32,medium_variant,5yearly,2085,30.297
32,medium_variant,5yearly,2090,30.355
32,medium_variant,5yearly,2095,30.403
