country,variant,freq,year,meanageforchildbearing
800,estimates,5yearly,1950,29.059
800,estimates,5yearly,1955,29.059
800,estimates,5yearly,1960,29.059
800,estimates,5yearly,1965,29.059
800,estimates,5yearly,1970,29.059
800,estimates,5yearly,1975,29.059
800,estimates,5yearly,1980,29.059
800,estimates,5yearly,1985,28.989
800,estimates,5yearly,1990,28.671
800,estimates,5yearly,1995,28.674
800,estimates,5yearly,2000,28.563
800,estimates,5yearly,2005,28.417
800,estimates,5yearly,2010,28.273
800,medium_variant,5yearly,2015,28.144
800,medium_variant,5yearly,2020,28.038
800,medium_variant,5yearly,2025,27.954
800,medium_variant,5yearly,2030,27.889
800,medium_variant,5yearly,2035,27.844
800,medium_variant,5yearly,2040,27.818
800,medium_variant,5yearly,2045,27.809
800,medium_variant,5yearly,2050,27.818
800,medium_variant,5yearly,2055,27.844
800,medium_variant,5yearly,2060,27.886
800,medium_variant,5yearly,2065,27.945
800,medium_variant,5yearly,2070,28.019
800,medium_variant,5yearly,2075,28.108
800,medium_variant,5yearly,2080,28.214
800,medium_variant,5yearly,2085,28.335
800,medium_variant,5yearly,2090,28.469
800,medium_variant,5yearly,2095,28.618
