country,variant,freq,year,meanageforchildbearing
548,estimates,5yearly,1950,29.056
548,estimates,5yearly,1955,29.056
548,estimates,5yearly,1960,29.056
548,estimates,5yearly,1965,29.341
548,estimates,5yearly,1970,29.816
548,estimates,5yearly,1975,29.444
548,estimates,5yearly,1980,29.401
548,estimates,5yearly,1985,29.359
548,estimates,5yearly,1990,29.451
548,estimates,5yearly,1995,29.543
548,estimates,5yearly,2000,29.43
548,estimates,5yearly,2005,29.316
548,estimates,5yearly,2010,29.316
548,medium_variant,5yearly,2015,29.264
548,medium_variant,5yearly,2020,29.26
548,medium_variant,5yearly,2025,29.267
548,medium_variant,5yearly,2030,29.284
548,medium_variant,5yearly,2035,29.309
548,medium_variant,5yearly,2040,29.342
548,medium_variant,5yearly,2045,29.382
548,medium_variant,5yearly,2050,29.428
548,medium_variant,5yearly,2055,29.478
548,medium_variant,5yearly,2060,29.534
548,medium_variant,5yearly,2065,29.594
548,medium_variant,5yearly,2070,29.658
548,medium_variant,5yearly,2075,29.725
548,medium_variant,5yearly,2080,29.795
548,medium_variant,5yearly,2085,29.868
548,medium_variant,5yearly,2090,29.942
548,medium_variant,5yearly,2095,30.019
