country,variant,freq,year,meanageforchildbearing
148,estimates,5yearly,1950,28.214
148,estimates,5yearly,1955,28.214
148,estimates,5yearly,1960,28.214
148,estimates,5yearly,1965,28.214
148,estimates,5yearly,1970,28.214
148,estimates,5yearly,1975,28.214
148,estimates,5yearly,1980,28.217
148,estimates,5yearly,1985,28.226
148,estimates,5yearly,1990,28.234
148,estimates,5yearly,1995,28.239
148,estimates,5yearly,2000,28.227
148,estimates,5yearly,2005,28.4
148,estimates,5yearly,2010,28.572
148,medium_variant,5yearly,2015,28.76
148,medium_variant,5yearly,2020,28.953
148,medium_variant,5yearly,2025,29.146
148,medium_variant,5yearly,2030,29.336
148,medium_variant,5yearly,2035,29.517
148,medium_variant,5yearly,2040,29.689
148,medium_variant,5yearly,2045,29.847
148,medium_variant,5yearly,2050,29.991
148,medium_variant,5yearly,2055,30.119
148,medium_variant,5yearly,2060,30.23
148,medium_variant,5yearly,2065,30.325
148,medium_variant,5yearly,2070,30.402
148,medium_variant,5yearly,2075,30.466
148,medium_variant,5yearly,2080,30.514
148,medium_variant,5yearly,2085,30.551
148,medium_variant,5yearly,2090,30.576
148,medium_variant,5yearly,2095,30.594
