country,variant,freq,year,meanageforchildbearing
90,estimates,5yearly,1950,31.456
90,estimates,5yearly,1955,31.456
90,estimates,5yearly,1960,31.456
90,estimates,5yearly,1965,31.456
90,estimates,5yearly,1970,30.056
90,estimates,5yearly,1975,29.808
90,estimates,5yearly,1980,29.56
90,estimates,5yearly,1985,29.389
90,estimates,5yearly,1990,29.27
90,estimates,5yearly,1995,29.151
90,estimates,5yearly,2000,29.228
90,estimates,5yearly,2005,29.43
90,estimates,5yearly,2010,29.632
90,medium_variant,5yearly,2015,29.828
90,medium_variant,5yearly,2020,30.006
90,medium_variant,5yearly,2025,30.168
90,medium_variant,5yearly,2030,30.31
90,medium_variant,5yearly,2035,30.433
90,medium_variant,5yearly,2040,30.539
90,medium_variant,5yearly,2045,30.625
90,medium_variant,5yearly,2050,30.697
90,medium_variant,5yearly,2055,30.752
90,medium_variant,5yearly,2060,30.793
90,medium_variant,5yearly,2065,30.821
90,medium_variant,5yearly,2070,30.838
90,medium_variant,5yearly,2075,30.846
90,medium_variant,5yearly,2080,30.846
90,medium_variant,5yearly,2085,30.838
90,medium_variant,5yearly,2090,30.826
90,medium_variant,5yearly,2095,30.81
