country,variant,freq,year,meanageforchildbearing
398,estimates,5yearly,1950,29.619
398,estimates,5yearly,1955,29.482
398,estimates,5yearly,1960,29.32
398,estimates,5yearly,1965,29.038
398,estimates,5yearly,1970,28.618
398,estimates,5yearly,1975,27.99
398,estimates,5yearly,1980,27.416
398,estimates,5yearly,1985,26.999
398,estimates,5yearly,1990,26.201
398,estimates,5yearly,1995,26.252
398,estimates,5yearly,2000,27.257
398,estimates,5yearly,2005,28.068
398,estimates,5yearly,2010,28.137
398,medium_variant,5yearly,2015,28.586
398,medium_variant,5yearly,2020,29.013
398,medium_variant,5yearly,2025,29.411
398,medium_variant,5yearly,2030,29.776
398,medium_variant,5yearly,2035,30.101
398,medium_variant,5yearly,2040,30.385
398,medium_variant,5yearly,2045,30.626
398,medium_variant,5yearly,2050,30.825
398,medium_variant,5yearly,2055,30.984
398,medium_variant,5yearly,2060,31.103
398,medium_variant,5yearly,2065,31.188
398,medium_variant,5yearly,2070,31.243
398,medium_variant,5yearly,2075,31.274
398,medium_variant,5yearly,2080,31.286
398,medium_variant,5yearly,2085,31.282
398,medium_variant,5yearly,2090,31.266
398,medium_variant,5yearly,2095,31.242
