country,variant,freq,year,meanageforchildbearing
512,estimates,5yearly,1950,31.597
512,estimates,5yearly,1955,31.597
512,estimates,5yearly,1960,31.597
512,estimates,5yearly,1965,31.597
512,estimates,5yearly,1970,31.369
512,estimates,5yearly,1975,31.076
512,estimates,5yearly,1980,31.055
512,estimates,5yearly,1985,30.977
512,estimates,5yearly,1990,30.687
512,estimates,5yearly,1995,30.48
512,estimates,5yearly,2000,30.61
512,estimates,5yearly,2005,30.789
512,estimates,5yearly,2010,30.957
512,medium_variant,5yearly,2015,31.076
512,medium_variant,5yearly,2020,31.148
512,medium_variant,5yearly,2025,31.185
512,medium_variant,5yearly,2030,31.198
512,medium_variant,5yearly,2035,31.191
512,medium_variant,5yearly,2040,31.172
512,medium_variant,5yearly,2045,31.147
512,medium_variant,5yearly,2050,31.118
512,medium_variant,5yearly,2055,31.089
512,medium_variant,5yearly,2060,31.062
512,medium_variant,5yearly,2065,31.037
512,medium_variant,5yearly,2070,31.015
512,medium_variant,5yearly,2075,30.997
512,medium_variant,5yearly,2080,30.981
512,medium_variant,5yearly,2085,30.968
512,medium_variant,5yearly,2090,30.957
512,medium_variant,5yearly,2095,30.948
512,estimates,5yearly,Regi,Oman
512,medium_variant,5yearly,Regi,Oman
