country,variant,freq,year,meanageforchildbearing
533,estimates,5yearly,1950,27.53
533,estimates,5yearly,1955,27.53
533,estimates,5yearly,1960,27.53
533,estimates,5yearly,1965,27.53
533,estimates,5yearly,1970,27.53
533,estimates,5yearly,1975,27.53
533,estimates,5yearly,1980,27.53
533,estimates,5yearly,1985,27.53
533,estimates,5yearly,1990,27.53
533,estimates,5yearly,1995,27.471
533,estimates,5yearly,2000,27.376
533,estimates,5yearly,2005,27.701
533,estimates,5yearly,2010,28.026
533,medium_variant,5yearly,2015,28.575
533,medium_variant,5yearly,2020,29.498
533,medium_variant,5yearly,2025,29.754
533,medium_variant,5yearly,2030,29.916
533,medium_variant,5yearly,2035,30.042
533,medium_variant,5yearly,2040,30.135
533,medium_variant,5yearly,2045,30.209
533,medium_variant,5yearly,2050,30.269
533,medium_variant,5yearly,2055,30.317
533,medium_variant,5yearly,2060,30.357
533,medium_variant,5yearly,2065,30.39
533,medium_variant,5yearly,2070,30.419
533,medium_variant,5yearly,2075,30.444
533,medium_variant,5yearly,2080,30.467
533,medium_variant,5yearly,2085,30.487
533,medium_variant,5yearly,2090,30.505
533,medium_variant,5yearly,2095,30.523
