country,variant,freq,year,meanageforchildbearing
68,estimates,5yearly,1950,30.399
68,estimates,5yearly,1955,30.371
68,estimates,5yearly,1960,30.336
68,estimates,5yearly,1965,30.3
68,estimates,5yearly,1970,30.242
68,estimates,5yearly,1975,29.965
68,estimates,5yearly,1980,29.634
68,estimates,5yearly,1985,29.376
68,estimates,5yearly,1990,29.26
68,estimates,5yearly,1995,29.017
68,estimates,5yearly,2000,28.8
68,estimates,5yearly,2005,28.564
68,estimates,5yearly,2010,28.536
68,medium_variant,5yearly,2015,28.424
68,medium_variant,5yearly,2020,28.348
68,medium_variant,5yearly,2025,28.308
68,medium_variant,5yearly,2030,28.301
68,medium_variant,5yearly,2035,28.326
68,medium_variant,5yearly,2040,28.378
68,medium_variant,5yearly,2045,28.452
68,medium_variant,5yearly,2050,28.543
68,medium_variant,5yearly,2055,28.649
68,medium_variant,5yearly,2060,28.764
68,medium_variant,5yearly,2065,28.888
68,medium_variant,5yearly,2070,29.017
68,medium_variant,5yearly,2075,29.149
68,medium_variant,5yearly,2080,29.282
68,medium_variant,5yearly,2085,29.411
68,medium_variant,5yearly,2090,29.539
68,medium_variant,5yearly,2095,29.662
