country,variant,freq,year,meanageforchildbearing
180,estimates,5yearly,1950,29.216
180,estimates,5yearly,1955,29.067
180,estimates,5yearly,1960,28.906
180,estimates,5yearly,1965,28.959
180,estimates,5yearly,1970,29.225
180,estimates,5yearly,1975,29.524
180,estimates,5yearly,1980,29.777
180,estimates,5yearly,1985,30.102
180,estimates,5yearly,1990,30.179
180,estimates,5yearly,1995,30.174
180,estimates,5yearly,2000,30.047
180,estimates,5yearly,2005,29.873
180,estimates,5yearly,2010,29.566
180,medium_variant,5yearly,2015,29.356
180,medium_variant,5yearly,2020,29.182
180,medium_variant,5yearly,2025,29.038
180,medium_variant,5yearly,2030,28.923
180,medium_variant,5yearly,2035,28.837
180,medium_variant,5yearly,2040,28.776
180,medium_variant,5yearly,2045,28.738
180,medium_variant,5yearly,2050,28.722
180,medium_variant,5yearly,2055,28.728
180,medium_variant,5yearly,2060,28.753
180,medium_variant,5yearly,2065,28.797
180,medium_variant,5yearly,2070,28.855
180,medium_variant,5yearly,2075,28.929
180,medium_variant,5yearly,2080,29.017
180,medium_variant,5yearly,2085,29.115
180,medium_variant,5yearly,2090,29.224
180,medium_variant,5yearly,2095,29.34
