country,variant,freq,year,meanageforchildbearing
52,estimates,5yearly,1950,27.332
52,estimates,5yearly,1955,27.535
52,estimates,5yearly,1960,28.025
52,estimates,5yearly,1965,27.696
52,estimates,5yearly,1970,26.88
52,estimates,5yearly,1975,27.045
52,estimates,5yearly,1980,26.168
52,estimates,5yearly,1985,27.052
52,estimates,5yearly,1990,26.654
52,estimates,5yearly,1995,27.77
52,estimates,5yearly,2000,27.286
52,estimates,5yearly,2005,27.751
52,estimates,5yearly,2010,28.216
52,medium_variant,5yearly,2015,29.038
52,medium_variant,5yearly,2020,29.967
52,medium_variant,5yearly,2025,30.279
52,medium_variant,5yearly,2030,30.477
52,medium_variant,5yearly,2035,30.607
52,medium_variant,5yearly,2040,30.687
52,medium_variant,5yearly,2045,30.728
52,medium_variant,5yearly,2050,30.741
52,medium_variant,5yearly,2055,30.741
52,medium_variant,5yearly,2060,30.741
52,medium_variant,5yearly,2065,30.741
52,medium_variant,5yearly,2070,30.741
52,medium_variant,5yearly,2075,30.741
52,medium_variant,5yearly,2080,30.741
52,medium_variant,5yearly,2085,30.741
52,medium_variant,5yearly,2090,30.741
52,medium_variant,5yearly,2095,30.741
