country,variant,freq,year,meanageforchildbearing
254,estimates,5yearly,1950,28.201
254,estimates,5yearly,1955,28.466
254,estimates,5yearly,1960,28.706
254,estimates,5yearly,1965,28.245
254,estimates,5yearly,1970,27.394
254,estimates,5yearly,1975,27.134
254,estimates,5yearly,1980,27.512
254,estimates,5yearly,1985,27.527
254,estimates,5yearly,1990,27.437
254,estimates,5yearly,1995,27.348
254,estimates,5yearly,2000,27.59
254,estimates,5yearly,2005,28.315
254,estimates,5yearly,2010,28.674
254,medium_variant,5yearly,2015,29.173
254,medium_variant,5yearly,2020,29.618
254,medium_variant,5yearly,2025,30.007
254,medium_variant,5yearly,2030,30.346
254,medium_variant,5yearly,2035,30.636
254,medium_variant,5yearly,2040,30.88
254,medium_variant,5yearly,2045,31.084
254,medium_variant,5yearly,2050,31.251
254,medium_variant,5yearly,2055,31.382
254,medium_variant,5yearly,2060,31.483
254,medium_variant,5yearly,2065,31.557
254,medium_variant,5yearly,2070,31.606
254,medium_variant,5yearly,2075,31.634
254,medium_variant,5yearly,2080,31.643
254,medium_variant,5yearly,2085,31.637
254,medium_variant,5yearly,2090,31.617
254,medium_variant,5yearly,2095,31.585
