country,variant,freq,year,meanageforchildbearing
262,estimates,5yearly,1950,32.28
262,estimates,5yearly,1955,32.16
262,estimates,5yearly,1960,32.036
262,estimates,5yearly,1965,31.917
262,estimates,5yearly,1970,31.848
262,estimates,5yearly,1975,31.77
262,estimates,5yearly,1980,31.692
262,estimates,5yearly,1985,31.636
262,estimates,5yearly,1990,31.593
262,estimates,5yearly,1995,31.754
262,estimates,5yearly,2000,31.914
262,estimates,5yearly,2005,32.076
262,estimates,5yearly,2010,32.085
262,medium_variant,5yearly,2015,32.159
262,medium_variant,5yearly,2020,32.202
262,medium_variant,5yearly,2025,32.214
262,medium_variant,5yearly,2030,32.199
262,medium_variant,5yearly,2035,32.159
262,medium_variant,5yearly,2040,32.099
262,medium_variant,5yearly,2045,32.025
262,medium_variant,5yearly,2050,31.944
262,medium_variant,5yearly,2055,31.859
262,medium_variant,5yearly,2060,31.775
262,medium_variant,5yearly,2065,31.695
262,medium_variant,5yearly,2070,31.621
262,medium_variant,5yearly,2075,31.555
262,medium_variant,5yearly,2080,31.495
262,medium_variant,5yearly,2085,31.444
262,medium_variant,5yearly,2090,31.398
262,medium_variant,5yearly,2095,31.358
