country,variant,freq,year,meanageforchildbearing
296,estimates,5yearly,1950,30.22
296,estimates,5yearly,1955,30.22
296,estimates,5yearly,1960,30.22
296,estimates,5yearly,1965,30.22
296,estimates,5yearly,1970,30.22
296,estimates,5yearly,1975,30.217
296,estimates,5yearly,1980,30.215
296,estimates,5yearly,1985,30.21
296,estimates,5yearly,1990,30.207
296,estimates,5yearly,1995,30.204
296,estimates,5yearly,2000,30.336
296,estimates,5yearly,2005,30.468
296,estimates,5yearly,2010,30.601
296,medium_variant,5yearly,2015,30.723
296,medium_variant,5yearly,2020,30.827
296,medium_variant,5yearly,2025,30.917
296,medium_variant,5yearly,2030,30.991
296,medium_variant,5yearly,2035,31.051
296,medium_variant,5yearly,2040,31.101
296,medium_variant,5yearly,2045,31.14
296,medium_variant,5yearly,2050,31.169
296,medium_variant,5yearly,2055,31.19
296,medium_variant,5yearly,2060,31.204
296,medium_variant,5yearly,2065,31.213
296,medium_variant,5yearly,2070,31.214
296,medium_variant,5yearly,2075,31.211
296,medium_variant,5yearly,2080,31.203
296,medium_variant,5yearly,2085,31.191
296,medium_variant,5yearly,2090,31.175
296,medium_variant,5yearly,2095,31.156
296,estimates,5yearly,Regi,Kiribati
296,medium_variant,5yearly,Regi,Kiribati
