country,variant,freq,year,meanageforchildbearing
470,estimates,5yearly,1950,29.004
470,estimates,5yearly,1955,29.004
470,estimates,5yearly,1960,29.004
470,estimates,5yearly,1965,29.015
470,estimates,5yearly,1970,28.822
470,estimates,5yearly,1975,28.63
470,estimates,5yearly,1980,28.748
470,estimates,5yearly,1985,28.88
470,estimates,5yearly,1990,28.847
470,estimates,5yearly,1995,28.537
470,estimates,5yearly,2000,28.212
470,estimates,5yearly,2005,29.07
470,estimates,5yearly,2010,29.676
470,medium_variant,5yearly,2015,30.363
470,medium_variant,5yearly,2020,30.887
470,medium_variant,5yearly,2025,31.244
470,medium_variant,5yearly,2030,31.468
470,medium_variant,5yearly,2035,31.605
470,medium_variant,5yearly,2040,31.682
470,medium_variant,5yearly,2045,31.722
470,medium_variant,5yearly,2050,31.736
470,medium_variant,5yearly,2055,31.736
470,medium_variant,5yearly,2060,31.735
470,medium_variant,5yearly,2065,31.734
470,medium_variant,5yearly,2070,31.733
470,medium_variant,5yearly,2075,31.733
470,medium_variant,5yearly,2080,31.732
470,medium_variant,5yearly,2085,31.732
470,medium_variant,5yearly,2090,31.732
470,medium_variant,5yearly,2095,31.731
470,estimates,5yearly,Regi,Malta
470,medium_variant,5yearly,Regi,Malta
