country,variant,freq,year,meanageforchildbearing
348,estimates,5yearly,1950,27.233
348,estimates,5yearly,1955,26.281
348,estimates,5yearly,1960,25.732
348,estimates,5yearly,1965,25.535
348,estimates,5yearly,1970,25.369
348,estimates,5yearly,1975,24.938
348,estimates,5yearly,1980,24.799
348,estimates,5yearly,1985,25.364
348,estimates,5yearly,1990,25.926
348,estimates,5yearly,1995,26.754
348,estimates,5yearly,2000,27.889
348,estimates,5yearly,2005,28.897
348,estimates,5yearly,2010,29.441
348,medium_variant,5yearly,2015,30.212
348,medium_variant,5yearly,2020,30.827
348,medium_variant,5yearly,2025,31.258
348,medium_variant,5yearly,2030,31.539
348,medium_variant,5yearly,2035,31.717
348,medium_variant,5yearly,2040,31.825
348,medium_variant,5yearly,2045,31.882
348,medium_variant,5yearly,2050,31.903
348,medium_variant,5yearly,2055,31.903
348,medium_variant,5yearly,2060,31.903
348,medium_variant,5yearly,2065,31.903
348,medium_variant,5yearly,2070,31.903
348,medium_variant,5yearly,2075,31.903
348,medium_variant,5yearly,2080,31.903
348,medium_variant,5yearly,2085,31.903
348,medium_variant,5yearly,2090,31.903
348,medium_variant,5yearly,2095,31.903
