country,variant,freq,year,meanageforchildbearing
478,estimates,5yearly,1950,29.386
478,estimates,5yearly,1955,29.69
478,estimates,5yearly,1960,29.977
478,estimates,5yearly,1965,30.206
478,estimates,5yearly,1970,30.359
478,estimates,5yearly,1975,30.462
478,estimates,5yearly,1980,30.575
478,estimates,5yearly,1985,30.706
478,estimates,5yearly,1990,30.758
478,estimates,5yearly,1995,30.716
478,estimates,5yearly,2000,30.62
478,estimates,5yearly,2005,30.5
478,estimates,5yearly,2010,30.476
478,medium_variant,5yearly,2015,30.41
478,medium_variant,5yearly,2020,30.35
478,medium_variant,5yearly,2025,30.297
478,medium_variant,5yearly,2030,30.249
478,medium_variant,5yearly,2035,30.208
478,medium_variant,5yearly,2040,30.173
478,medium_variant,5yearly,2045,30.145
478,medium_variant,5yearly,2050,30.123
478,medium_variant,5yearly,2055,30.108
478,medium_variant,5yearly,2060,30.098
478,medium_variant,5yearly,2065,30.094
478,medium_variant,5yearly,2070,30.096
478,medium_variant,5yearly,2075,30.103
478,medium_variant,5yearly,2080,30.114
478,medium_variant,5yearly,2085,30.131
478,medium_variant,5yearly,2090,30.151
478,medium_variant,5yearly,2095,30.174
