country,variant,freq,year,meanageforchildbearing
226,estimates,5yearly,1950,28.831
226,estimates,5yearly,1955,28.82
226,estimates,5yearly,1960,28.807
226,estimates,5yearly,1965,28.79
226,estimates,5yearly,1970,28.714
226,estimates,5yearly,1975,28.628
226,estimates,5yearly,1980,28.624
226,estimates,5yearly,1985,28.777
226,estimates,5yearly,1990,28.832
226,estimates,5yearly,1995,29.025
226,estimates,5yearly,2000,29.01
226,estimates,5yearly,2005,28.739
226,estimates,5yearly,2010,28.338
226,medium_variant,5yearly,2015,28.059
226,medium_variant,5yearly,2020,27.839
226,medium_variant,5yearly,2025,27.674
226,medium_variant,5yearly,2030,27.559
226,medium_variant,5yearly,2035,27.489
226,medium_variant,5yearly,2040,27.462
226,medium_variant,5yearly,2045,27.472
226,medium_variant,5yearly,2050,27.516
226,medium_variant,5yearly,2055,27.59
226,medium_variant,5yearly,2060,27.691
226,medium_variant,5yearly,2065,27.814
226,medium_variant,5yearly,2070,27.957
226,medium_variant,5yearly,2075,28.114
226,medium_variant,5yearly,2080,28.286
226,medium_variant,5yearly,2085,28.466
226,medium_variant,5yearly,2090,28.653
226,medium_variant,5yearly,2095,28.846
226,estimates,5yearly,Regi,Equatorial Guinea
226,medium_variant,5yearly,Regi,Equatorial Guinea
