country,variant,freq,year,meanageforchildbearing
524,estimates,5yearly,1950,29.485
524,estimates,5yearly,1955,29.485
524,estimates,5yearly,1960,29.485
524,estimates,5yearly,1965,29.388
524,estimates,5yearly,1970,29.178
524,estimates,5yearly,1975,28.936
524,estimates,5yearly,1980,28.628
524,estimates,5yearly,1985,28.23
524,estimates,5yearly,1990,27.735
524,estimates,5yearly,1995,27.244
524,estimates,5yearly,2000,26.795
524,estimates,5yearly,2005,26.389
524,estimates,5yearly,2010,26.041
524,medium_variant,5yearly,2015,25.787
524,medium_variant,5yearly,2020,25.708
524,medium_variant,5yearly,2025,25.79
524,medium_variant,5yearly,2030,25.976
524,medium_variant,5yearly,2035,26.222
524,medium_variant,5yearly,2040,26.501
524,medium_variant,5yearly,2045,26.805
524,medium_variant,5yearly,2050,27.119
524,medium_variant,5yearly,2055,27.445
524,medium_variant,5yearly,2060,27.773
524,medium_variant,5yearly,2065,28.096
524,medium_variant,5yearly,2070,28.417
524,medium_variant,5yearly,2075,28.729
524,medium_variant,5yearly,2080,29.03
524,medium_variant,5yearly,2085,29.318
524,medium_variant,5yearly,2090,29.59
524,medium_variant,5yearly,2095,29.837
524,estimates,5yearly,Regi,Nepal
524,medium_variant,5yearly,Regi,Nepal
