country,variant,freq,year,meanageforchildbearing
231,estimates,5yearly,1950,30.745
231,estimates,5yearly,1955,30.745
231,estimates,5yearly,1960,30.745
231,estimates,5yearly,1965,30.745
231,estimates,5yearly,1970,30.745
231,estimates,5yearly,1975,30.745
231,estimates,5yearly,1980,30.76
231,estimates,5yearly,1985,30.625
231,estimates,5yearly,1990,30.35
231,estimates,5yearly,1995,30.07
231,estimates,5yearly,2000,29.993
231,estimates,5yearly,2005,29.961
231,estimates,5yearly,2010,29.812
231,medium_variant,5yearly,2015,29.732
231,medium_variant,5yearly,2020,29.664
231,medium_variant,5yearly,2025,29.607
231,medium_variant,5yearly,2030,29.561
231,medium_variant,5yearly,2035,29.527
231,medium_variant,5yearly,2040,29.506
231,medium_variant,5yearly,2045,29.498
231,medium_variant,5yearly,2050,29.503
231,medium_variant,5yearly,2055,29.52
231,medium_variant,5yearly,2060,29.548
231,medium_variant,5yearly,2065,29.587
231,medium_variant,5yearly,2070,29.634
231,medium_variant,5yearly,2075,29.689
231,medium_variant,5yearly,2080,29.749
231,medium_variant,5yearly,2085,29.814
231,medium_variant,5yearly,2090,29.881
231,medium_variant,5yearly,2095,29.952
