country,variant,freq,year,meanageforchildbearing
120,estimates,5yearly,1950,28.605
120,estimates,5yearly,1955,28.605
120,estimates,5yearly,1960,28.605
120,estimates,5yearly,1965,28.605
120,estimates,5yearly,1970,28.605
120,estimates,5yearly,1975,28.576
120,estimates,5yearly,1980,28.518
120,estimates,5yearly,1985,28.459
120,estimates,5yearly,1990,28.4
120,estimates,5yearly,1995,28.34
120,estimates,5yearly,2000,28.314
120,estimates,5yearly,2005,28.559
120,estimates,5yearly,2010,28.716
120,medium_variant,5yearly,2015,28.913
120,medium_variant,5yearly,2020,29.1
120,medium_variant,5yearly,2025,29.276
120,medium_variant,5yearly,2030,29.44
120,medium_variant,5yearly,2035,29.593
120,medium_variant,5yearly,2040,29.735
120,medium_variant,5yearly,2045,29.865
120,medium_variant,5yearly,2050,29.983
120,medium_variant,5yearly,2055,30.09
120,medium_variant,5yearly,2060,30.186
120,medium_variant,5yearly,2065,30.271
120,medium_variant,5yearly,2070,30.346
120,medium_variant,5yearly,2075,30.411
120,medium_variant,5yearly,2080,30.467
120,medium_variant,5yearly,2085,30.513
120,medium_variant,5yearly,2090,30.552
120,medium_variant,5yearly,2095,30.583
