country,variant,freq,year,meanageforchildbearing
583,estimates,5yearly,1950,30.22
583,estimates,5yearly,1955,30.22
583,estimates,5yearly,1960,30.22
583,estimates,5yearly,1965,30.22
583,estimates,5yearly,1970,30.22
583,estimates,5yearly,1975,30.216
583,estimates,5yearly,1980,30.215
583,estimates,5yearly,1985,30.21
583,estimates,5yearly,1990,30.207
583,estimates,5yearly,1995,30.204
583,estimates,5yearly,2000,30.336
583,estimates,5yearly,2005,30.469
583,estimates,5yearly,2010,30.602
583,medium_variant,5yearly,2015,30.721
583,medium_variant,5yearly,2020,30.821
583,medium_variant,5yearly,2025,30.903
583,medium_variant,5yearly,2030,30.967
583,medium_variant,5yearly,2035,31.017
583,medium_variant,5yearly,2040,31.054
583,medium_variant,5yearly,2045,31.079
583,medium_variant,5yearly,2050,31.093
583,medium_variant,5yearly,2055,31.099
583,medium_variant,5yearly,2060,31.097
583,medium_variant,5yearly,2065,31.091
583,medium_variant,5yearly,2070,31.079
583,medium_variant,5yearly,2075,31.065
583,medium_variant,5yearly,2080,31.049
583,medium_variant,5yearly,2085,31.033
583,medium_variant,5yearly,2090,31.015
583,medium_variant,5yearly,2095,30.998
583,estimates,5yearly,Regi,Micronesia (Fed. States of)
583,medium_variant,5yearly,Regi,Micronesia (Fed. States of)
