region,variant,gender,freq,year,under60mortalityper1000livebirth
1500,estimates,female,5yearly,1950,681.71292254152
1500,estimates,male,5yearly,1950,737.749471186591
1500,estimates,female,5yearly,1955,646.81963108312
1500,estimates,male,5yearly,1955,695.942900948901
1500,estimates,female,5yearly,1960,617.361249716294
1500,estimates,male,5yearly,1960,667.940235751956
1500,estimates,female,5yearly,1965,585.728828638928
1500,estimates,male,5yearly,1965,636.76044525793
1500,estimates,female,5yearly,1970,553.305586863815
1500,estimates,male,5yearly,1970,604.949304895567
1500,estimates,female,5yearly,1975,523.622909567444
1500,estimates,male,5yearly,1975,576.390174950013
1500,estimates,female,5yearly,1980,499.928691082302
1500,estimates,male,5yearly,1980,553.549255904713
1500,estimates,female,5yearly,1985,476.458972361413
1500,estimates,male,5yearly,1985,534.298782311727
1500,estimates,female,5yearly,1990,476.184595602854
1500,estimates,male,5yearly,1990,540.692609127327
1500,estimates,female,5yearly,1995,468.807210727859
1500,estimates,male,5yearly,1995,531.482004282311
1500,estimates,female,5yearly,2000,446.32593265484
1500,estimates,male,5yearly,2000,497.69118394298
1500,estimates,female,5yearly,2005,383.946332803365
1500,estimates,male,5yearly,2005,431.853060715936
1500,estimates,female,5yearly,2010,321.92153618532
1500,estimates,male,5yearly,2010,377.59654358992
1500,medium_variant,female,5yearly,2015,283.247964508225
1500,medium_variant,male,5yearly,2015,339.999095327456
1500,medium_variant,female,5yearly,2020,257.040222603957
1500,medium_variant,male,5yearly,2020,314.306894820623
1500,medium_variant,female,5yearly,2025,232.455966112582
1500,medium_variant,male,5yearly,2025,290.427078289135
1500,medium_variant,female,5yearly,2030,209.527935215791
1500,medium_variant,male,5yearly,2030,268.951541391785
1500,medium_variant,female,5yearly,2035,189.110141463908
1500,medium_variant,male,5yearly,2035,249.787861770248
1500,medium_variant,female,5yearly,2040,171.689021048159
1500,medium_variant,male,5yearly,2040,233.102264501644
1500,medium_variant,female,5yearly,2045,156.813538903566
1500,medium_variant,male,5yearly,2045,217.894136400899
1500,medium_variant,female,5yearly,2050,143.830573722974
1500,medium_variant,male,5yearly,2050,204.197414315801
1500,medium_variant,female,5yearly,2055,132.908685924429
1500,medium_variant,male,5yearly,2055,192.147164557674
1500,medium_variant,female,5yearly,2060,123.511448670363
1500,medium_variant,male,5yearly,2060,181.155482900403
1500,medium_variant,female,5yearly,2065,114.983182254313
1500,medium_variant,male,5yearly,2065,170.925595004145
1500,medium_variant,female,5yearly,2070,107.517164710461
1500,medium_variant,male,5yearly,2070,161.293256604196
1500,medium_variant,female,5yearly,2075,100.824734569143
1500,medium_variant,male,5yearly,2075,152.317450694177
1500,medium_variant,female,5yearly,2080,94.7239861205085
1500,medium_variant,male,5yearly,2080,144.10374121509
1500,medium_variant,female,5yearly,2085,89.1259702639563
1500,medium_variant,male,5yearly,2085,136.117102519832
1500,medium_variant,female,5yearly,2090,83.8498476294924
1500,medium_variant,male,5yearly,2090,128.483041167026
1500,medium_variant,female,5yearly,2095,79.0199647407273
1500,medium_variant,male,5yearly,2095,121.014814482175
1500,estimates,female,5yearly,Regi,Low-income countries
1500,estimates,male,5yearly,Regi,Low-income countries
1500,medium_variant,female,5yearly,Regi,Low-income countries
1500,medium_variant,male,5yearly,Regi,Low-income countries
