country,variant,freq,year,populationgrowthrate
12,estimates,5yearly,1950,2.05
12,estimates,5yearly,1955,2.475
12,estimates,5yearly,1960,2.533
12,estimates,5yearly,1965,2.835
12,estimates,5yearly,1970,2.767
12,estimates,5yearly,1975,2.922
12,estimates,5yearly,1980,3.088
12,estimates,5yearly,1985,2.766
12,estimates,5yearly,1990,2.185
12,estimates,5yearly,1995,1.518
12,estimates,5yearly,2000,1.306
12,estimates,5yearly,2005,1.631
12,estimates,5yearly,2010,1.978
12,constant_fertility,5yearly,2015,1.9
12,constant_mortality,5yearly,2015,1.629
12,high_variant,5yearly,2015,1.855
12,instant_replacement,5yearly,2015,1.262
12,low_variant,5yearly,2015,1.473
12,medium_variant,5yearly,2015,1.665
12,momentum,5yearly,2015,1.264
12,no_change,5yearly,2015,1.863
12,zero_migration,5yearly,2015,1.69
12,constant_fertility,5yearly,2020,1.67
12,constant_mortality,5yearly,2020,1.264
12,high_variant,5yearly,2020,1.595
12,instant_replacement,5yearly,2020,1.117
12,low_variant,5yearly,2020,1.052
12,medium_variant,5yearly,2020,1.328
12,momentum,5yearly,2020,1.099
12,no_change,5yearly,2020,1.605
12,zero_migration,5yearly,2020,1.353
12,constant_fertility,5yearly,2025,1.448
12,constant_mortality,5yearly,2025,0.969
12,high_variant,5yearly,2025,1.353
12,instant_replacement,5yearly,2025,0.964
12,low_variant,5yearly,2025,0.743
12,medium_variant,5yearly,2025,1.057
12,momentum,5yearly,2025,0.924
12,no_change,5yearly,2025,1.36
12,zero_migration,5yearly,2025,1.083
12,constant_fertility,5yearly,2030,1.337
12,constant_mortality,5yearly,2030,0.786
12,high_variant,5yearly,2030,1.176
12,instant_replacement,5yearly,2030,0.879
12,low_variant,5yearly,2030,0.599
12,medium_variant,5yearly,2030,0.9
12,momentum,5yearly,2030,0.814
12,no_change,5yearly,2030,1.225
12,zero_migration,5yearly,2030,0.925
12,constant_fertility,5yearly,2035,1.339
12,constant_mortality,5yearly,2035,0.692
12,high_variant,5yearly,2035,1.124
12,instant_replacement,5yearly,2035,0.836
12,low_variant,5yearly,2035,0.519
12,medium_variant,5yearly,2035,0.835
12,momentum,5yearly,2035,0.744
12,no_change,5yearly,2035,1.203
12,zero_migration,5yearly,2035,0.859
12,constant_fertility,5yearly,2040,1.383
12,constant_mortality,5yearly,2040,0.624
12,high_variant,5yearly,2040,1.126
12,instant_replacement,5yearly,2040,0.784
12,low_variant,5yearly,2040,0.44
12,medium_variant,5yearly,2040,0.796
12,momentum,5yearly,2040,0.668
12,no_change,5yearly,2040,1.224
12,zero_migration,5yearly,2040,0.819
12,constant_fertility,5yearly,2045,1.387
12,constant_mortality,5yearly,2045,0.517
12,high_variant,5yearly,2045,1.098
12,instant_replacement,5yearly,2045,0.691
12,low_variant,5yearly,2045,0.316
12,medium_variant,5yearly,2045,0.718
12,momentum,5yearly,2045,0.55
12,no_change,5yearly,2045,1.209
12,zero_migration,5yearly,2045,0.74
12,constant_fertility,5yearly,2050,1.321
12,constant_mortality,5yearly,2050,0.342
12,high_variant,5yearly,2050,0.997
12,instant_replacement,5yearly,2050,0.54
12,low_variant,5yearly,2050,0.132
12,medium_variant,5yearly,2050,0.573
12,momentum,5yearly,2050,0.374
12,no_change,5yearly,2050,1.125
12,zero_migration,5yearly,2050,0.595
12,constant_fertility,5yearly,2055,1.225
12,constant_mortality,5yearly,2055,0.145
12,high_variant,5yearly,2055,0.862
12,instant_replacement,5yearly,2055,0.396
12,low_variant,5yearly,2055,-0.071
12,medium_variant,5yearly,2055,0.405
12,momentum,5yearly,2055,0.208
12,no_change,5yearly,2055,1.016
12,zero_migration,5yearly,2055,0.427
12,constant_fertility,5yearly,2060,1.155
12,constant_mortality,5yearly,2060,-0.011
12,high_variant,5yearly,2060,0.749
12,instant_replacement,5yearly,2060,0.307
12,low_variant,5yearly,2060,-0.242
12,medium_variant,5yearly,2060,0.268
12,momentum,5yearly,2060,0.109
12,no_change,5yearly,2060,0.942
12,zero_migration,5yearly,2060,0.291
12,constant_fertility,5yearly,2065,1.139
12,constant_mortality,5yearly,2065,-0.1
12,high_variant,5yearly,2065,0.69
12,instant_replacement,5yearly,2065,0.254
12,low_variant,5yearly,2065,-0.37
12,medium_variant,5yearly,2065,0.182
12,momentum,5yearly,2065,0.063
12,no_change,5yearly,2065,0.936
12,zero_migration,5yearly,2065,0.203
12,constant_fertility,5yearly,2070,1.164
12,constant_mortality,5yearly,2070,-0.132
12,high_variant,5yearly,2070,0.677
12,instant_replacement,5yearly,2070,0.218
12,low_variant,5yearly,2070,-0.471
12,medium_variant,5yearly,2070,0.132
12,momentum,5yearly,2070,0.057
12,no_change,5yearly,2070,0.985
12,zero_migration,5yearly,2070,0.152
12,constant_fertility,5yearly,2075,1.204
12,constant_mortality,5yearly,2075,-0.138
12,high_variant,5yearly,2075,0.688
12,instant_replacement,5yearly,2075,0.193
12,low_variant,5yearly,2075,-0.552
12,medium_variant,5yearly,2075,0.104
12,momentum,5yearly,2075,0.065
12,no_change,5yearly,2075,1.046
12,zero_migration,5yearly,2075,0.122
12,constant_fertility,5yearly,2080,1.235
12,constant_mortality,5yearly,2080,-0.164
12,high_variant,5yearly,2080,0.695
12,instant_replacement,5yearly,2080,0.176
12,low_variant,5yearly,2080,-0.621
12,medium_variant,5yearly,2080,0.08
12,momentum,5yearly,2080,0.059
12,no_change,5yearly,2080,1.079
12,zero_migration,5yearly,2080,0.096
12,constant_fertility,5yearly,2085,1.245
12,constant_mortality,5yearly,2085,-0.237
12,high_variant,5yearly,2085,0.682
12,instant_replacement,5yearly,2085,0.161
12,low_variant,5yearly,2085,-0.693
12,medium_variant,5yearly,2085,0.046
12,momentum,5yearly,2085,0.022
12,no_change,5yearly,2085,1.067
12,zero_migration,5yearly,2085,0.061
12,constant_fertility,5yearly,2090,1.237
12,constant_mortality,5yearly,2090,-0.342
12,high_variant,5yearly,2090,0.648
