country,variant,freq,year,populationgrowthrate
426,estimates,5yearly,1950,1.416
426,estimates,5yearly,1955,1.557
426,estimates,5yearly,1960,1.84
426,estimates,5yearly,1965,2.023
426,estimates,5yearly,1970,2.156
426,estimates,5yearly,1975,2.596
426,estimates,5yearly,1980,2.333
426,estimates,5yearly,1985,1.714
426,estimates,5yearly,1990,1.872
426,estimates,5yearly,1995,1.183
426,estimates,5yearly,2000,0.847
426,estimates,5yearly,2005,0.912
426,estimates,5yearly,2010,1.273
426,constant_fertility,5yearly,2015,1.498
426,constant_mortality,5yearly,2015,1.186
426,high_variant,5yearly,2015,1.519
426,instant_replacement,5yearly,2015,0.739
426,low_variant,5yearly,2015,1.105
426,medium_variant,5yearly,2015,1.313
426,momentum,5yearly,2015,0.86
426,no_change,5yearly,2015,1.369
426,zero_migration,5yearly,2015,1.494
426,constant_fertility,5yearly,2020,1.538
426,constant_mortality,5yearly,2020,0.983
426,high_variant,5yearly,2020,1.518
426,instant_replacement,5yearly,2020,0.78
426,low_variant,5yearly,2020,0.878
426,medium_variant,5yearly,2020,1.204
426,momentum,5yearly,2020,0.843
426,no_change,5yearly,2020,1.312
426,zero_migration,5yearly,2020,1.376
426,constant_fertility,5yearly,2025,1.552
426,constant_mortality,5yearly,2025,0.786
426,high_variant,5yearly,2025,1.485
426,instant_replacement,5yearly,2025,0.818
426,low_variant,5yearly,2025,0.721
426,medium_variant,5yearly,2025,1.117
426,momentum,5yearly,2025,0.78
426,no_change,5yearly,2025,1.218
426,zero_migration,5yearly,2025,1.275
426,constant_fertility,5yearly,2030,1.596
426,constant_mortality,5yearly,2030,0.638
426,high_variant,5yearly,2030,1.44
426,instant_replacement,5yearly,2030,0.834
426,low_variant,5yearly,2030,0.683
426,medium_variant,5yearly,2030,1.079
426,momentum,5yearly,2030,0.691
426,no_change,5yearly,2030,1.161
426,zero_migration,5yearly,2030,1.223
426,constant_fertility,5yearly,2035,1.677
426,constant_mortality,5yearly,2035,0.513
