country,variant,freq,year,populationgrowthrate
170,estimates,5yearly,1950,2.842
170,estimates,5yearly,1955,2.943
170,estimates,5yearly,1960,2.997
170,estimates,5yearly,1965,2.836
170,estimates,5yearly,1970,2.306
170,estimates,5yearly,1975,2.274
170,estimates,5yearly,1980,2.231
170,estimates,5yearly,1985,1.999
170,estimates,5yearly,1990,1.77
170,estimates,5yearly,1995,1.523
170,estimates,5yearly,2000,1.378
170,estimates,5yearly,2005,1.181
170,estimates,5yearly,2010,0.982
170,constant_fertility,5yearly,2015,0.893
170,constant_mortality,5yearly,2015,0.777
170,high_variant,5yearly,2015,1.003
170,instant_replacement,5yearly,2015,1.03
170,low_variant,5yearly,2015,0.613
170,medium_variant,5yearly,2015,0.809
170,momentum,5yearly,2015,1.066
170,no_change,5yearly,2015,0.86
170,zero_migration,5yearly,2015,0.872
170,constant_fertility,5yearly,2020,0.779
170,constant_mortality,5yearly,2020,0.577
170,high_variant,5yearly,2020,0.93
170,instant_replacement,5yearly,2020,0.901
170,low_variant,5yearly,2020,0.341
170,medium_variant,5yearly,2020,0.64
170,momentum,5yearly,2020,0.913
170,no_change,5yearly,2020,0.716
170,zero_migration,5yearly,2020,0.704
170,constant_fertility,5yearly,2025,0.649
170,constant_mortality,5yearly,2025,0.392
170,high_variant,5yearly,2025,0.825
170,instant_replacement,5yearly,2025,0.761
170,low_variant,5yearly,2025,0.127
170,medium_variant,5yearly,2025,0.488
170,momentum,5yearly,2025,0.748
170,no_change,5yearly,2025,0.554
170,zero_migration,5yearly,2025,0.553
170,constant_fertility,5yearly,2030,0.513
170,constant_mortality,5yearly,2030,0.215
170,high_variant,5yearly,2030,0.664
170,instant_replacement,5yearly,2030,0.622
170,low_variant,5yearly,2030,-0.008
170,medium_variant,5yearly,2030,0.344
170,momentum,5yearly,2030,0.582
170,no_change,5yearly,2030,0.387
170,zero_migration,5yearly,2030,0.41
170,constant_fertility,5yearly,2035,0.388
170,constant_mortality,5yearly,2035,0.045
170,high_variant,5yearly,2035,0.539
170,instant_replacement,5yearly,2035,0.504
170,low_variant,5yearly,2035,-0.155
170,medium_variant,5yearly,2035,0.206
170,momentum,5yearly,2035,0.44
170,no_change,5yearly,2035,0.231
170,zero_migration,5yearly,2035,0.275
170,constant_fertility,5yearly,2040,0.28
170,constant_mortality,5yearly,2040,-0.114
170,high_variant,5yearly,2040,0.456
170,instant_replacement,5yearly,2040,0.415
170,low_variant,5yearly,2040,-0.314
170,medium_variant,5yearly,2040,0.08
170,momentum,5yearly,2040,0.329
170,no_change,5yearly,2040,0.094
170,zero_migration,5yearly,2040,0.151
170,constant_fertility,5yearly,2045,0.187
170,constant_mortality,5yearly,2045,-0.26
170,high_variant,5yearly,2045,0.403
170,instant_replacement,5yearly,2045,0.345
170,low_variant,5yearly,2045,-0.484
170,medium_variant,5yearly,2045,-0.037
170,momentum,5yearly,2045,0.244
170,no_change,5yearly,2045,-0.025
170,zero_migration,5yearly,2045,0.038
170,constant_fertility,5yearly,2050,0.108
170,constant_mortality,5yearly,2050,-0.386
170,high_variant,5yearly,2050,0.368
170,instant_replacement,5yearly,2050,0.288
170,low_variant,5yearly,2050,-0.647
170,medium_variant,5yearly,2050,-0.136
170,momentum,5yearly,2050,0.173
170,no_change,5yearly,2050,-0.125
170,zero_migration,5yearly,2050,-0.059
170,constant_fertility,5yearly,2055,0.043
170,constant_mortality,5yearly,2055,-0.496
170,high_variant,5yearly,2055,0.334
170,instant_replacement,5yearly,2055,0.234
170,low_variant,5yearly,2055,-0.792
170,medium_variant,5yearly,2055,-0.22
170,momentum,5yearly,2055,0.108
170,no_change,5yearly,2055,-0.211
170,zero_migration,5yearly,2055,-0.141
170,constant_fertility,5yearly,2060,-0.012
170,constant_mortality,5yearly,2060,-0.592
170,high_variant,5yearly,2060,0.297
170,instant_replacement,5yearly,2060,0.183
170,low_variant,5yearly,2060,-0.919
170,medium_variant,5yearly,2060,-0.292
170,momentum,5yearly,2060,0.048
170,no_change,5yearly,2060,-0.282
170,zero_migration,5yearly,2060,-0.212
170,constant_fertility,5yearly,2065,-0.058
170,constant_mortality,5yearly,2065,-0.674
170,high_variant,5yearly,2065,0.268
170,instant_replacement,5yearly,2065,0.145
170,low_variant,5yearly,2065,-1.04
170,medium_variant,5yearly,2065,-0.357
170,momentum,5yearly,2065,0.005
170,no_change,5yearly,2065,-0.34
170,zero_migration,5yearly,2065,-0.276
170,constant_fertility,5yearly,2070,-0.1
170,constant_mortality,5yearly,2070,-0.739
170,high_variant,5yearly,2070,0.254
170,instant_replacement,5yearly,2070,0.117
170,low_variant,5yearly,2070,-1.172
170,medium_variant,5yearly,2070,-0.417
170,momentum,5yearly,2070,-0.017
170,no_change,5yearly,2070,-0.381
170,zero_migration,5yearly,2070,-0.337
170,constant_fertility,5yearly,2075,-0.134
170,constant_mortality,5yearly,2075,-0.785
170,high_variant,5yearly,2075,0.257
170,instant_replacement,5yearly,2075,0.101
170,low_variant,5yearly,2075,-1.314
170,medium_variant,5yearly,2075,-0.473
170,momentum,5yearly,2075,-0.019
170,no_change,5yearly,2075,-0.403
170,zero_migration,5yearly,2075,-0.393
170,constant_fertility,5yearly,2080,-0.152
170,constant_mortality,5yearly,2080,-0.807
170,high_variant,5yearly,2080,0.277
170,instant_replacement,5yearly,2080,0.099
170,low_variant,5yearly,2080,-1.446
170,medium_variant,5yearly,2080,-0.508
170,momentum,5yearly,2080,-0.009
170,no_change,5yearly,2080,-0.408
170,zero_migration,5yearly,2080,-0.43
170,constant_fertility,5yearly,2085,-0.157
170,constant_mortality,5yearly,2085,-0.811
170,high_variant,5yearly,2085,0.301
170,instant_replacement,5yearly,2085,0.102
170,low_variant,5yearly,2085,-1.562
170,medium_variant,5yearly,2085,-0.527
170,momentum,5yearly,2085,0.001
170,no_change,5yearly,2085,-0.404
170,zero_migration,5yearly,2085,-0.45
170,constant_fertility,5yearly,2090,-0.154
170,constant_mortality,5yearly,2090,-0.803
170,high_variant,5yearly,2090,0.321
170,instant_replacement,5yearly,2090,0.106
170,low_variant,5yearly,2090,-1.657
170,medium_variant,5yearly,2090,-0.534
170,momentum,5yearly,2090,0.005
170,no_change,5yearly,2090,-0.395
170,zero_migration,5yearly,2090,-0.459
170,constant_fertility,5yearly,2095,-0.146
170,constant_mortality,5yearly,2095,-0.785
170,high_variant,5yearly,2095,0.338
170,instant_replacement,5yearly,2095,0.11
170,low_variant,5yearly,2095,-1.722
170,medium_variant,5yearly,2095,-0.528
170,momentum,5yearly,2095,0.003
170,no_change,5yearly,2095,-0.388
170,zero_migration,5yearly,2095,-0.456
170,constant_fertility,5yearly,Regi,Colombia
170,constant_mortality,5yearly,Regi,Colombia
170,estimates,5yearly,Regi,Colombia
170,high_variant,5yearly,Regi,Colombia
170,instant_replacement,5yearly,Regi,Colombia
170,low_variant,5yearly,Regi,Colombia
