country,variant,freq,year,populationgrowthrate
728,estimates,5yearly,1950,1.045
728,estimates,5yearly,1955,1.647
728,estimates,5yearly,1960,1.986
728,estimates,5yearly,1965,2.225
728,estimates,5yearly,1970,2.432
728,estimates,5yearly,1975,2.659
728,estimates,5yearly,1980,2.94
728,estimates,5yearly,1985,1.134
728,estimates,5yearly,1990,-1.101
728,estimates,5yearly,1995,4.097
728,estimates,5yearly,2000,3.815
728,estimates,5yearly,2005,4.326
728,estimates,5yearly,2010,3.315
728,constant_fertility,5yearly,2015,2.96
728,constant_mortality,5yearly,2015,2.592
728,high_variant,5yearly,2015,2.875
728,instant_replacement,5yearly,2015,1.212
728,low_variant,5yearly,2015,2.554
728,medium_variant,5yearly,2015,2.715
728,momentum,5yearly,2015,0.922
728,no_change,5yearly,2015,2.834
728,zero_migration,5yearly,2015,2.479
728,constant_fertility,5yearly,2020,2.911
728,constant_mortality,5yearly,2020,2.245
728,high_variant,5yearly,2020,2.708
728,instant_replacement,5yearly,2020,1.235
728,low_variant,5yearly,2020,2.216
728,medium_variant,5yearly,2020,2.465
728,momentum,5yearly,2020,1.079
728,no_change,5yearly,2020,2.682
728,zero_migration,5yearly,2020,2.396
728,constant_fertility,5yearly,2025,2.893
728,constant_mortality,5yearly,2025,1.982
728,high_variant,5yearly,2025,2.568
728,instant_replacement,5yearly,2025,1.287
728,low_variant,5yearly,2025,1.975
728,medium_variant,5yearly,2025,2.28
728,momentum,5yearly,2025,1.172
728,no_change,5yearly,2025,2.582
728,zero_migration,5yearly,2025,2.28
728,constant_fertility,5yearly,2030,2.878
728,constant_mortality,5yearly,2030,1.759
728,high_variant,5yearly,2030,2.388
728,instant_replacement,5yearly,2030,1.316
728,low_variant,5yearly,2030,1.828
728,medium_variant,5yearly,2030,2.119
728,momentum,5yearly,2030,1.198
728,no_change,5yearly,2030,2.5
728,zero_migration,5yearly,2030,2.147
728,constant_fertility,5yearly,2035,2.897
728,constant_mortality,5yearly,2035,1.573
728,high_variant,5yearly,2035,2.262
728,instant_replacement,5yearly,2035,1.243
728,low_variant,5yearly,2035,1.692
728,medium_variant,5yearly,2035,1.989
728,momentum,5yearly,2035,1.084
728,no_change,5yearly,2035,2.459
728,zero_migration,5yearly,2035,2.014
728,constant_fertility,5yearly,2040,2.94
728,constant_mortality,5yearly,2040,1.393
728,high_variant,5yearly,2040,2.174
728,instant_replacement,5yearly,2040,0.98
728,low_variant,5yearly,2040,1.527
728,medium_variant,5yearly,2040,1.862
728,momentum,5yearly,2040,0.78
728,no_change,5yearly,2040,2.445
728,zero_migration,5yearly,2040,1.885
728,constant_fertility,5yearly,2045,2.993
728,constant_mortality,5yearly,2045,1.217
728,high_variant,5yearly,2045,2.104
728,instant_replacement,5yearly,2045,0.713
728,low_variant,5yearly,2045,1.348
728,medium_variant,5yearly,2045,1.736
728,momentum,5yearly,2045,0.491
728,no_change,5yearly,2045,2.447
728,zero_migration,5yearly,2045,1.757
728,constant_fertility,5yearly,2050,3.031
728,constant_mortality,5yearly,2050,1.048
728,high_variant,5yearly,2050,2.015
728,instant_replacement,5yearly,2050,0.619
728,low_variant,5yearly,2050,1.175
728,medium_variant,5yearly,2050,1.607
728,momentum,5yearly,2050,0.401
728,no_change,5yearly,2050,2.444
728,zero_migration,5yearly,2050,1.625
728,constant_fertility,5yearly,2055,3.051
728,constant_mortality,5yearly,2055,0.882
728,high_variant,5yearly,2055,1.898
728,instant_replacement,5yearly,2055,0.609
728,low_variant,5yearly,2055,1.017
728,medium_variant,5yearly,2055,1.473
728,momentum,5yearly,2055,0.404
728,no_change,5yearly,2055,2.432
728,zero_migration,5yearly,2055,1.489
728,constant_fertility,5yearly,2060,3.067
728,constant_mortality,5yearly,2060,0.719
728,high_variant,5yearly,2060,1.772
728,instant_replacement,5yearly,2060,0.576
728,low_variant,5yearly,2060,0.868
728,medium_variant,5yearly,2060,1.34
728,momentum,5yearly,2060,0.374
728,no_change,5yearly,2060,2.419
728,zero_migration,5yearly,2060,1.354
728,constant_fertility,5yearly,2065,3.083
728,constant_mortality,5yearly,2065,0.56
728,high_variant,5yearly,2065,1.658
728,instant_replacement,5yearly,2065,0.467
728,low_variant,5yearly,2065,0.715
728,medium_variant,5yearly,2065,1.21
728,momentum,5yearly,2065,0.26
728,no_change,5yearly,2065,2.411
728,zero_migration,5yearly,2065,1.222
728,constant_fertility,5yearly,2070,3.103
728,constant_mortality,5yearly,2070,0.407
728,high_variant,5yearly,2070,1.563
728,instant_replacement,5yearly,2070,0.307
728,low_variant,5yearly,2070,0.558
728,medium_variant,5yearly,2070,1.085
728,momentum,5yearly,2070,0.093
728,no_change,5yearly,2070,2.41
728,zero_migration,5yearly,2070,1.096
728,constant_fertility,5yearly,2075,3.123
728,constant_mortality,5yearly,2075,0.259
728,high_variant,5yearly,2075,1.478
728,instant_replacement,5yearly,2075,0.173
728,low_variant,5yearly,2075,0.401
728,medium_variant,5yearly,2075,0.967
728,momentum,5yearly,2075,-0.036
728,no_change,5yearly,2075,2.413
728,zero_migration,5yearly,2075,0.976
728,constant_fertility,5yearly,2080,3.14
728,constant_mortality,5yearly,2080,0.117
728,high_variant,5yearly,2080,1.388
728,instant_replacement,5yearly,2080,0.115
728,low_variant,5yearly,2080,0.252
728,medium_variant,5yearly,2080,0.852
728,momentum,5yearly,2080,-0.069
728,no_change,5yearly,2080,2.416
728,zero_migration,5yearly,2080,0.861
728,constant_fertility,5yearly,2085,3.152
728,constant_mortality,5yearly,2085,-0.015
728,high_variant,5yearly,2085,1.294
728,instant_replacement,5yearly,2085,0.117
728,low_variant,5yearly,2085,0.113
728,medium_variant,5yearly,2085,0.741
728,momentum,5yearly,2085,-0.03
728,no_change,5yearly,2085,2.417
728,zero_migration,5yearly,2085,0.749
728,constant_fertility,5yearly,2090,3.164
728,constant_mortality,5yearly,2090,-0.141
728,high_variant,5yearly,2090,1.203
728,instant_replacement,5yearly,2090,0.147
728,low_variant,5yearly,2090,-0.012
728,medium_variant,5yearly,2090,0.638
728,momentum,5yearly,2090,0.02
728,no_change,5yearly,2090,2.417
728,zero_migration,5yearly,2090,0.645
728,constant_fertility,5yearly,2095,3.172
728,constant_mortality,5yearly,2095,-0.257
728,high_variant,5yearly,2095,1.122
728,instant_replacement,5yearly,2095,0.174
728,low_variant,5yearly,2095,-0.125
728,medium_variant,5yearly,2095,0.546
728,momentum,5yearly,2095,0.039
728,no_change,5yearly,2095,2.417
728,zero_migration,5yearly,2095,0.551
