country,variant,freq,year,populationgrowthrate
586,estimates,5yearly,1950,1.479
586,estimates,5yearly,1955,2.104
586,estimates,5yearly,1960,2.483
586,estimates,5yearly,1965,2.664
586,estimates,5yearly,1970,2.79
586,estimates,5yearly,1975,3.121
586,estimates,5yearly,1980,3.332
586,estimates,5yearly,1985,3.1
586,estimates,5yearly,1990,2.633
586,estimates,5yearly,1995,2.405
586,estimates,5yearly,2000,2.107
586,estimates,5yearly,2005,2.054
586,estimates,5yearly,2010,2.093
586,constant_fertility,5yearly,2015,2.136
586,constant_mortality,5yearly,2015,1.879
586,high_variant,5yearly,2015,2.09
586,instant_replacement,5yearly,2015,1.129
586,low_variant,5yearly,2015,1.729
586,medium_variant,5yearly,2015,1.91
586,momentum,5yearly,2015,1.235
586,no_change,5yearly,2015,2.103
586,zero_migration,5yearly,2015,2.023
586,constant_fertility,5yearly,2020,2.082
586,constant_mortality,5yearly,2020,1.639
586,high_variant,5yearly,2020,1.959
586,instant_replacement,5yearly,2020,1.155
586,low_variant,5yearly,2020,1.418
586,medium_variant,5yearly,2020,1.693
586,momentum,5yearly,2020,1.236
586,no_change,5yearly,2020,2.024
586,zero_migration,5yearly,2020,1.783
586,constant_fertility,5yearly,2025,1.988
586,constant_mortality,5yearly,2025,1.412
586,high_variant,5yearly,2025,1.794
586,instant_replacement,5yearly,2025,1.122
586,low_variant,5yearly,2025,1.156
586,medium_variant,5yearly,2025,1.485
586,momentum,5yearly,2025,1.187
586,no_change,5yearly,2025,1.908
586,zero_migration,5yearly,2025,1.563
586,constant_fertility,5yearly,2030,1.925
586,constant_mortality,5yearly,2030,1.242
586,high_variant,5yearly,2030,1.628
586,instant_replacement,5yearly,2030,1.085
586,low_variant,5yearly,2030,1.013
586,medium_variant,5yearly,2030,1.334
586,momentum,5yearly,2030,1.134
586,no_change,5yearly,2030,1.824
586,zero_migration,5yearly,2030,1.404
586,constant_fertility,5yearly,2035,1.908
586,constant_mortality,5yearly,2035,1.106
586,high_variant,5yearly,2035,1.531
586,instant_replacement,5yearly,2035,0.977
586,low_variant,5yearly,2035,0.878
586,medium_variant,5yearly,2035,1.218
586,momentum,5yearly,2035,1.011
586,no_change,5yearly,2035,1.784
586,zero_migration,5yearly,2035,1.282
586,constant_fertility,5yearly,2040,1.91
586,constant_mortality,5yearly,2040,0.953
586,high_variant,5yearly,2040,1.449
586,instant_replacement,5yearly,2040,0.777
586,low_variant,5yearly,2040,0.702
586,medium_variant,5yearly,2040,1.088
586,momentum,5yearly,2040,0.801
586,no_change,5yearly,2040,1.76
586,zero_migration,5yearly,2040,1.148
586,constant_fertility,5yearly,2045,1.903
586,constant_mortality,5yearly,2045,0.771
586,high_variant,5yearly,2045,1.35
586,instant_replacement,5yearly,2045,0.577
586,low_variant,5yearly,2045,0.49
586,medium_variant,5yearly,2045,0.929
586,momentum,5yearly,2045,0.594
586,no_change,5yearly,2045,1.725
586,zero_migration,5yearly,2045,0.99
586,constant_fertility,5yearly,2050,1.883
586,constant_mortality,5yearly,2050,0.581
586,high_variant,5yearly,2050,1.229
586,instant_replacement,5yearly,2050,0.455
586,low_variant,5yearly,2050,0.276
586,medium_variant,5yearly,2050,0.764
586,momentum,5yearly,2050,0.46
586,no_change,5yearly,2050,1.679
586,zero_migration,5yearly,2050,0.822
586,constant_fertility,5yearly,2055,1.864
586,constant_mortality,5yearly,2055,0.407
586,high_variant,5yearly,2055,1.107
586,instant_replacement,5yearly,2055,0.4
586,low_variant,5yearly,2055,0.093
586,medium_variant,5yearly,2055,0.616
586,momentum,5yearly,2055,0.39
586,no_change,5yearly,2055,1.635
586,zero_migration,5yearly,2055,0.671
586,constant_fertility,5yearly,2060,1.861
586,constant_mortality,5yearly,2060,0.254
586,high_variant,5yearly,2060,1.003
586,instant_replacement,5yearly,2060,0.338
586,low_variant,5yearly,2060,-0.069
586,medium_variant,5yearly,2060,0.489
586,momentum,5yearly,2060,0.311
586,no_change,5yearly,2060,1.609
586,zero_migration,5yearly,2060,0.54
586,constant_fertility,5yearly,2065,1.879
586,constant_mortality,5yearly,2065,0.117
586,high_variant,5yearly,2065,0.927
586,instant_replacement,5yearly,2065,0.252
586,low_variant,5yearly,2065,-0.218
586,medium_variant,5yearly,2065,0.383
586,momentum,5yearly,2065,0.207
586,no_change,5yearly,2065,1.603
586,zero_migration,5yearly,2065,0.429
586,constant_fertility,5yearly,2070,1.906
586,constant_mortality,5yearly,2070,-0.009
586,high_variant,5yearly,2070,0.87
586,instant_replacement,5yearly,2070,0.155
586,low_variant,5yearly,2070,-0.364
586,medium_variant,5yearly,2070,0.286
586,momentum,5yearly,2070,0.096
586,no_change,5yearly,2070,1.609
586,zero_migration,5yearly,2070,0.329
586,constant_fertility,5yearly,2075,1.931
586,constant_mortality,5yearly,2075,-0.131
586,high_variant,5yearly,2075,0.816
586,instant_replacement,5yearly,2075,0.078
586,low_variant,5yearly,2075,-0.509
586,medium_variant,5yearly,2075,0.193
586,momentum,5yearly,2075,0.011
586,no_change,5yearly,2075,1.616
586,zero_migration,5yearly,2075,0.234
586,constant_fertility,5yearly,2080,1.952
586,constant_mortality,5yearly,2080,-0.249
586,high_variant,5yearly,2080,0.762
586,instant_replacement,5yearly,2080,0.046
586,low_variant,5yearly,2080,-0.644
586,medium_variant,5yearly,2080,0.108
586,momentum,5yearly,2080,-0.026
586,no_change,5yearly,2080,1.618
586,zero_migration,5yearly,2080,0.148
586,constant_fertility,5yearly,2085,1.97
586,constant_mortality,5yearly,2085,-0.361
586,high_variant,5yearly,2085,0.707
586,instant_replacement,5yearly,2085,0.053
586,low_variant,5yearly,2085,-0.766
586,medium_variant,5yearly,2085,0.031
586,momentum,5yearly,2085,-0.025
586,no_change,5yearly,2085,1.617
586,zero_migration,5yearly,2085,0.07
586,constant_fertility,5yearly,2090,1.986
586,constant_mortality,5yearly,2090,-0.461
586,high_variant,5yearly,2090,0.656
586,instant_replacement,5yearly,2090,0.069
586,low_variant,5yearly,2090,-0.879
586,medium_variant,5yearly,2090,-0.039
586,momentum,5yearly,2090,-0.009
586,no_change,5yearly,2090,1.617
586,zero_migration,5yearly,2090,-0.001
586,constant_fertility,5yearly,2095,2.003
586,constant_mortality,5yearly,2095,-0.545
586,high_variant,5yearly,2095,0.617
586,instant_replacement,5yearly,2095,0.09
586,low_variant,5yearly,2095,-0.97
586,medium_variant,5yearly,2095,-0.094
586,momentum,5yearly,2095,0.007
586,no_change,5yearly,2095,1.619
586,zero_migration,5yearly,2095,-0.059
586,constant_fertility,5yearly,Regi,Pakistan
586,constant_mortality,5yearly,Regi,Pakistan
586,estimates,5yearly,Regi,Pakistan
586,high_variant,5yearly,Regi,Pakistan
586,instant_replacement,5yearly,Regi,Pakistan
586,low_variant,5yearly,Regi,Pakistan
586,medium_variant,5yearly,Regi,Pakistan
586,momentum,5yearly,Regi,Pakistan
586,no_change,5yearly,Regi,Pakistan
586,zero_migration,5yearly,Regi,Pakistan
