country,variant,freq,year,populationgrowthrate
496,estimates,5yearly,1950,1.833
496,estimates,5yearly,1955,2.221
496,estimates,5yearly,1960,2.945
496,estimates,5yearly,1965,2.884
496,estimates,5yearly,1970,2.917
496,estimates,5yearly,1975,2.654
496,estimates,5yearly,1980,2.576
496,estimates,5yearly,1985,2.558
496,estimates,5yearly,1990,1.017
496,estimates,5yearly,1995,0.847
496,estimates,5yearly,2000,1.048
496,estimates,5yearly,2005,1.422
496,estimates,5yearly,2010,1.859
496,constant_fertility,5yearly,2015,1.641
496,constant_mortality,5yearly,2015,1.465
496,high_variant,5yearly,2015,1.702
496,instant_replacement,5yearly,2015,1.048
496,low_variant,5yearly,2015,1.305
496,medium_variant,5yearly,2015,1.504
496,momentum,5yearly,2015,1.126
496,no_change,5yearly,2015,1.601
496,zero_migration,5yearly,2015,1.61
496,constant_fertility,5yearly,2020,1.356
496,constant_mortality,5yearly,2020,1.094
496,high_variant,5yearly,2020,1.44
496,instant_replacement,5yearly,2020,0.869
496,low_variant,5yearly,2020,0.885
496,medium_variant,5yearly,2020,1.167
496,momentum,5yearly,2020,0.926
496,no_change,5yearly,2020,1.283
496,zero_migration,5yearly,2020,1.279
496,constant_fertility,5yearly,2025,1.154
496,constant_mortality,5yearly,2025,0.806
496,high_variant,5yearly,2025,1.218
496,instant_replacement,5yearly,2025,0.716
496,low_variant,5yearly,2025,0.586
496,medium_variant,5yearly,2025,0.912
496,momentum,5yearly,2025,0.748
496,no_change,5yearly,2025,1.049
496,zero_migration,5yearly,2025,1.029
496,constant_fertility,5yearly,2030,1.12
496,constant_mortality,5yearly,2030,0.617
496,high_variant,5yearly,2030,1.047
496,instant_replacement,5yearly,2030,0.62
496,low_variant,5yearly,2030,0.437
496,medium_variant,5yearly,2030,0.756
496,momentum,5yearly,2030,0.625
496,no_change,5yearly,2030,0.985
496,zero_migration,5yearly,2030,0.875
496,constant_fertility,5yearly,2035,1.179
496,constant_mortality,5yearly,2035,0.514
496,high_variant,5yearly,2035,0.998
496,instant_replacement,5yearly,2035,0.559
496,low_variant,5yearly,2035,0.342
496,medium_variant,5yearly,2035,0.685
496,momentum,5yearly,2035,0.536
496,no_change,5yearly,2035,1.017
496,zero_migration,5yearly,2035,0.803
496,constant_fertility,5yearly,2040,1.201
496,constant_mortality,5yearly,2040,0.453
496,high_variant,5yearly,2040,1.013
496,instant_replacement,5yearly,2040,0.505
496,low_variant,5yearly,2040,0.261
496,medium_variant,5yearly,2040,0.653
496,momentum,5yearly,2040,0.458
496,no_change,5yearly,2040,1.017
496,zero_migration,5yearly,2040,0.768
496,constant_fertility,5yearly,2045,1.152
496,constant_mortality,5yearly,2045,0.381
496,high_variant,5yearly,2045,1.02
496,instant_replacement,5yearly,2045,0.434
496,low_variant,5yearly,2045,0.158
496,medium_variant,5yearly,2045,0.605
496,momentum,5yearly,2045,0.369
496,no_change,5yearly,2045,0.952
496,zero_migration,5yearly,2045,0.719
496,constant_fertility,5yearly,2050,1.078
496,constant_mortality,5yearly,2050,0.248
496,high_variant,5yearly,2050,0.958
496,instant_replacement,5yearly,2050,0.299
496,low_variant,5yearly,2050,-0.007
496,medium_variant,5yearly,2050,0.492
496,momentum,5yearly,2050,0.221
496,no_change,5yearly,2050,0.869
496,zero_migration,5yearly,2050,0.606
496,constant_fertility,5yearly,2055,1.04
496,constant_mortality,5yearly,2055,0.085
496,high_variant,5yearly,2055,0.852
496,instant_replacement,5yearly,2055,0.166
496,low_variant,5yearly,2055,-0.194
496,medium_variant,5yearly,2055,0.348
496,momentum,5yearly,2055,0.079
496,no_change,5yearly,2055,0.826
496,zero_migration,5yearly,2055,0.467
496,constant_fertility,5yearly,2060,1.061
496,constant_mortality,5yearly,2060,-0.035
496,high_variant,5yearly,2060,0.769
496,instant_replacement,5yearly,2060,0.11
496,low_variant,5yearly,2060,-0.337
496,medium_variant,5yearly,2060,0.242
496,momentum,5yearly,2060,0.019
496,no_change,5yearly,2060,0.848
496,zero_migration,5yearly,2060,0.362
496,constant_fertility,5yearly,2065,1.114
496,constant_mortality,5yearly,2065,-0.084
496,high_variant,5yearly,2065,0.744
496,instant_replacement,5yearly,2065,0.103
496,low_variant,5yearly,2065,-0.419
496,medium_variant,5yearly,2065,0.198
496,momentum,5yearly,2065,0.016
496,no_change,5yearly,2065,0.909
496,zero_migration,5yearly,2065,0.314
496,constant_fertility,5yearly,2070,1.159
496,constant_mortality,5yearly,2070,-0.081
496,high_variant,5yearly,2070,0.768
