country,variant,freq,year,crudedeathrateper1000population
296,estimates,5yearly,1950,19.516
296,estimates,5yearly,1955,18.384
296,estimates,5yearly,1960,16.107
296,estimates,5yearly,1965,13.749
296,estimates,5yearly,1970,11.758
296,estimates,5yearly,1975,11.713
296,estimates,5yearly,1980,11.607
296,estimates,5yearly,1985,10.374
296,estimates,5yearly,1990,9.117
296,estimates,5yearly,1995,8.006
296,estimates,5yearly,2000,7.301
296,estimates,5yearly,2005,7.191
296,estimates,5yearly,2010,7.079
296,constant_fertility,5yearly,2015,7.004
296,constant_mortality,5yearly,2015,7.354
296,high_variant,5yearly,2015,7.011
296,instant_replacement,5yearly,2015,6.618
296,low_variant,5yearly,2015,6.892
296,medium_variant,5yearly,2015,6.953
296,momentum,5yearly,2015,6.93
296,no_change,5yearly,2015,7.411
296,zero_migration,5yearly,2015,6.903
296,constant_fertility,5yearly,2020,6.957
296,constant_mortality,5yearly,2020,7.641
296,high_variant,5yearly,2020,6.947
296,instant_replacement,5yearly,2020,6.898
296,low_variant,5yearly,2020,6.871
296,medium_variant,5yearly,2020,6.91
296,momentum,5yearly,2020,7.481
296,no_change,5yearly,2020,7.703
296,zero_migration,5yearly,2020,6.838
296,constant_fertility,5yearly,2025,6.967
296,constant_mortality,5yearly,2025,8.007
296,high_variant,5yearly,2025,6.943
296,instant_replacement,5yearly,2025,7.324
296,low_variant,5yearly,2025,7.015
296,medium_variant,5yearly,2025,6.978
296,momentum,5yearly,2025,8.158
296,no_change,5yearly,2025,8.031
296,zero_migration,5yearly,2025,6.859
296,constant_fertility,5yearly,2030,7.05
296,constant_mortality,5yearly,2030,8.47
296,high_variant,5yearly,2030,7.015
296,instant_replacement,5yearly,2030,7.822
296,low_variant,5yearly,2030,7.317
296,medium_variant,5yearly,2030,7.16
296,momentum,5yearly,2030,8.889
296,no_change,5yearly,2030,8.403
296,zero_migration,5yearly,2030,6.988
296,constant_fertility,5yearly,2035,7.157
296,constant_mortality,5yearly,2035,9.005
296,high_variant,5yearly,2035,7.159
296,instant_replacement,5yearly,2035,8.341
296,low_variant,5yearly,2035,7.693
296,medium_variant,5yearly,2035,7.409
296,momentum,5yearly,2035,9.62
296,no_change,5yearly,2035,8.797
296,zero_migration,5yearly,2035,7.176
296,constant_fertility,5yearly,2040,7.21
296,constant_mortality,5yearly,2040,9.495
296,high_variant,5yearly,2040,7.289
296,instant_replacement,5yearly,2040,8.817
296,low_variant,5yearly,2040,8.051
296,medium_variant,5yearly,2040,7.645
296,momentum,5yearly,2040,10.256
296,no_change,5yearly,2040,9.105
296,zero_migration,5yearly,2040,7.367
296,constant_fertility,5yearly,2045,7.163
296,constant_mortality,5yearly,2045,9.853
296,high_variant,5yearly,2045,7.331
296,instant_replacement,5yearly,2045,9.246
296,low_variant,5yearly,2045,8.34
296,medium_variant,5yearly,2045,7.788
296,momentum,5yearly,2045,10.813
296,no_change,5yearly,2045,9.259
296,zero_migration,5yearly,2045,7.503
296,constant_fertility,5yearly,2050,7.023
296,constant_mortality,5yearly,2050,10.142
296,high_variant,5yearly,2050,7.283
296,instant_replacement,5yearly,2050,9.711
296,low_variant,5yearly,2050,8.595
296,medium_variant,5yearly,2050,7.877
296,momentum,5yearly,2050,11.434
296,no_change,5yearly,2050,9.316
296,zero_migration,5yearly,2050,7.596
296,constant_fertility,5yearly,2055,6.869
296,constant_mortality,5yearly,2055,10.486
296,high_variant,5yearly,2055,7.235
296,instant_replacement,5yearly,2055,10.289
296,low_variant,5yearly,2055,8.924
296,medium_variant,5yearly,2055,7.987
296,momentum,5yearly,2055,12.249
296,no_change,5yearly,2055,9.371
296,zero_migration,5yearly,2055,7.723
296,constant_fertility,5yearly,2060,6.769
296,constant_mortality,5yearly,2060,10.936
296,high_variant,5yearly,2060,7.276
296,instant_replacement,5yearly,2060,11.008
296,low_variant,5yearly,2060,9.412
296,medium_variant,5yearly,2060,8.214
296,momentum,5yearly,2060,13.171
296,no_change,5yearly,2060,9.461
296,zero_migration,5yearly,2060,7.962
296,constant_fertility,5yearly,2065,6.665
296,constant_mortality,5yearly,2065,11.433
296,high_variant,5yearly,2065,7.35
296,instant_replacement,5yearly,2065,11.716
296,low_variant,5yearly,2065,9.971
296,medium_variant,5yearly,2065,8.483
296,momentum,5yearly,2065,14.042
296,no_change,5yearly,2065,9.532
296,zero_migration,5yearly,2065,8.247
296,constant_fertility,5yearly,2070,6.499
296,constant_mortality,5yearly,2070,11.868
296,high_variant,5yearly,2070,7.386
296,instant_replacement,5yearly,2070,12.262
296,low_variant,5yearly,2070,10.479
296,medium_variant,5yearly,2070,8.697
296,momentum,5yearly,2070,14.708
296,no_change,5yearly,2070,9.534
296,zero_migration,5yearly,2070,8.49
296,constant_fertility,5yearly,2075,6.279
